protocol,n,speed,alpha,pkt_sent,pkt_recv,pdr,delay_mean_ms,lifetime_mean_ms,lifetime_std_ms,lifetime_min_ms,lifetime_max_ms,lifetime_count,hop_count_avg,network_secure_ratio,secure_ratio_src,cs_mean,cs_std,cs_min,cs_max,cs_count,mcs_mean,mcs_std,mcs_min,mcs_max,mcs_count,link_broken_total,retry_limit_total,hop_limit_drops,no_route_drops
UFRPLS,60,slow,0.9,1000.0,28.8,0.028800000000000003,0.80916828894819,,,,,,7.4298,1.0,1.0,7.58106947363586,2.4598234977670197,0.11736271793994255,13.234705273912699,7429.8,4.717101764532208,0.920559053030918,3.0354734668022494,6.15178363841156,28.8,0.0,0.0,821.2,207.2
UFRPLS,80,fast,0.3,1000.0,108.2,0.1082,6.123098226882459,,,,,,2.196,1.0,1.0,2.04107389147012,0.672583610507452,0.2450225780664686,4.779428386987201,2196.0,1.5319717414393001,0.571412850718558,0.31000807483403336,2.81534457043212,108.2,90.4,90.4,522.8,431.6
UFRPLS,80,fast,0.5,1000.0,96.0,0.096,6.02028452188964,,,,,,2.7232,1.0,1.0,2.96418342221706,0.5476260604369,0.39664569625550017,5.6752117112640805,2723.2,2.73267580491736,0.455334290037866,1.4878798564032798,3.6690646561822406,96.0,57.8,57.8,703.6,207.6
UFRPLS,80,fast,0.7,1000.0,68.2,0.0682,1.7126174730334198,,,,,,4.5206,1.0,1.0,6.22332998936778,1.203219190216676,0.1506819641095062,9.591105975516319,4520.6,5.158385358237259,0.8521227913532441,2.480837846994318,6.60247072392082,68.2,0.0,0.0,857.6,120.8
UFRPLS,80,slow,0.1,1000.0,43.8,0.043800000000000006,30.887354766822604,,,,,,2.8434,1.0,1.0,1.828948028296848,0.9863844014640961,0.030110501636583,4.64657421435972,2843.4,0.6098663012937919,0.505887174658282,0.11204712276924919,1.948582485742418,43.8,29.4,29.4,604.6,600.6
UFRPLS,80,slow,0.3,1000.0,46.4,0.0464,8.312549823372958,,,,,,2.9102,1.0,1.0,2.0969550213029797,0.8665257178119481,0.1126923990959768,5.16899325303636,2910.2,1.2444080816841399,0.465714578991412,0.27520966528978935,2.3546080369065003,46.4,31.4,31.4,679.2,457.2
UFRPLS,80,slow,0.5,1000.0,50.4,0.0504,29.575578319024498,,,,,,3.2524,1.0,1.0,2.92413016106098,0.65597152491171,0.12026075962442562,5.23143329522054,3252.4,2.56999023193784,0.445843632158066,1.0434364023222817,3.1880399766369996,50.4,21.8,21.8,826.2,171.4
UFRPLS,80,slow,0.7,1000.0,20.0,0.02,0.9221080765208599,,,,,,6.1052,1.0,1.0,5.76268271120348,1.3629335147599,0.14466089564509882,9.22877163825778,6105.2,5.30622684361646,1.013126250174084,3.2550370682690564,6.770386973644901,20.0,0.0,0.0,926.8,97.0
UFRPLS,80,slow,0.9,1000.0,24.0,0.024,0.902144825409632,,,,,,7.597200000000001,1.0,1.0,8.1653174337683,2.6629073727784,0.16792748705218902,14.297150698881001,7597.2,5.507410350162679,0.994890784382606,3.189147494379215,7.277084748528419,24.0,0.0,0.0,921.6,99.0
UFRPLS,100,fast,0.3,1000.0,40.2,0.0402,3.5960684294353604,,,,,,2.2756,1.0,1.0,2.25192255934884,0.844832771465312,0.2119070614697967,5.21592248575198,2275.6,1.4781084016825,0.5537176058691721,0.537519153959855,2.61754328958916,40.2,90.4,90.4,554.4,446.6
UFRPLS,100,fast,0.5,1000.0,41.4,0.041400000000000006,40.318054229226405,,,,,,2.4577999999999998,1.0,1.0,2.95290593554842,0.579379742145612,0.2623202784016953,5.503427280878119,2457.8,2.56238409215196,0.620594479065472,0.21727760970479698,3.3595565451211002,41.4,77.6,77.6,689.2,247.6
UFRPLS,100,fast,0.7,1000.0,27.2,0.027200000000000002,1.59771136409664,,,,,,3.47,1.0,1.0,5.86940603212292,1.055651987998712,0.40338311946152466,9.1307657848115,3470.0,4.84688933980834,1.0490280341143299,2.4858940440697004,6.35423263923952,27.2,0.0,0.0,868.2,168.6
UFRPLS,100,slow,0.1,1000.0,17.0,0.016999999999999998,12.8382384350803,,,,,,2.5574000000000003,1.0,1.0,1.6557876573525099,0.898965599478786,0.04179331553387788,4.58810032775624,2557.4,0.70667606154976,0.521219367440192,0.10215109344627556,1.583597092804964,17.0,26.4,26.4,583.0,673.4
UFRPLS,100,slow,0.3,1000.0,19.8,0.0198,30.25687772489232,,,,,,2.84,1.0,1.0,1.9088340064196998,0.736934462976898,0.22198568153698486,4.3627248298347805,2840.0,1.27309042767122,0.395495973955254,0.638001616836974,2.07849198007976,19.8,21.8,21.8,660.2,519.2
UFRPLS,100,slow,0.5,1000.0,34.6,0.0346,30.3521477336463,,,,,,3.035,1.0,1.0,2.8861905929179,0.611268747928176,0.22143655435112103,5.55438176444208,3035.0,2.5671778007249797,0.314620446007421,1.6297959383547667,3.02095823025138,34.6,10.6,10.6,788.8,270.8
UFRPLS,100,slow,0.7,1000.0,20.8,0.0208,1.381435055079294,,,,,,5.3793999999999995,1.0,1.0,5.77954948559332,1.044084353581606,0.2726223219828038,8.87658618013408,5379.4,5.24353323991934,0.843352488166102,3.81505091830921,6.58247212579338,20.8,0.0,0.0,876.6,163.4
UFRPLS,100,slow,0.9,1000.0,19.6,0.0196,1.19683234961854,,,,,,5.5784,1.0,1.0,8.19933719990034,2.2196037119635,0.19543409236444906,13.53622076026788,5578.4,5.933259238957779,0.8779018966942379,4.160884833812991,7.400633324367919,19.6,0.0,0.0,874.2,171.8
