file,config,protocol,n,speed,alpha,position,rep,pkt_sent,pkt_recv,pdr,delay_mean_ms,lifetime_mean_ms,lifetime_std_ms,lifetime_min_ms,lifetime_max_ms,lifetime_count,hop_count_avg,network_secure_ratio,secure_ratio_src,cs_mean,cs_std,cs_min,cs_max,cs_count,mcs_mean,mcs_std,mcs_min,mcs_max,mcs_count,link_broken_total,retry_limit_total,hop_limit_drops,no_route_drops
UFRPLS-40veh-a03-fast-e500-rep1-#0.sca,UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,default,1,1000.0,31.0,0.031,1.3318181125484,,,,,,3.793,1.0,1.0,2.2690574294729,0.68797006657035,0.23917009157789,6.5371597457661,3793.0,1.4046478513237,0.61311671043897,0.29753892677206,2.5100834305417,31.0,93,93,712,285
UFRPLS-40veh-a03-fast-e700-rep4-#0.sca,UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,default,4,1000.0,30.0,0.03,1.6658461343333,,,,,,3.292,1.0,1.0,2.8309843043239,0.99337994244565,0.047530551826902,9.0316654959088,3292.0,1.574581684769,0.76938591583582,0.63055208245395,3.2903423136656,30.0,128,128,657,309
UFRPLS-40veh-a03-fast-e900-rep5-#0.sca,UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,default,5,1000.0,135.0,0.135,1.2511756854222,,,,,,3.911,1.0,1.0,3.1003449595882,1.2336167392863,0.082941814050628,8.0612509717276,3911.0,2.7142365686251,1.5100963409766,0.25501920323156,5.856665918886,135.0,105,105,622,215
UFRPLS-40veh-a05-e100-rep2-#0.sca,UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,default,2,1000.0,37.0,0.037,0.6726634886216201,,,,,,6.829,1.0,1.0,2.4708215203152,0.91925448432716,0.0010242764654436,5.2256787381935,6829.0,2.1413163964446,0.97172130106369,0.10257172706193,3.6754369025708,37.0,0,0,680,529
UFRPLS-40veh-a05-e300-rep3-#0.sca,UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,default,3,1000.0,65.0,0.065,1.4933422142769,,,,,,4.158,1.0,1.0,2.9603132535194,0.76049007364159,0.30968716018621,6.0742471893253,4158.0,2.5611307167846,0.46347473780442,1.2722640371678,3.2652151264098,65.0,2,2,869,104
UFRPLS-40veh-a05-e500-rep1-#0.sca,UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,default,1,1000.0,67.0,0.067,16.666499357373002,,,,,,3.225,1.0,1.0,2.8688845014417,0.52568993231816,0.17474485447678,5.111935963069,3225.0,2.7258731071058,0.2325337454537,1.9460472753038,3.2584991697175,67.0,10,10,862,105
UFRPLS-40veh-a05-e700-rep4-#0.sca,UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,default,4,1000.0,90.0,0.09,2.3428296160556,,,,,,4.012,1.0,1.0,3.1002494242485,0.60652889338766,0.14969669782602,5.2447928283418,4012.0,2.6677719975231,0.37195510427247,0.78857392997128,3.4909533820727,90.0,30,30,826,55
UFRPLS-40veh-a05-e900-rep5-#0.sca,UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,default,5,1000.0,87.0,0.087,2.3304336151379,,,,,,4.197,1.0,1.0,3.3735912774553,0.8702311421696,0.013311701455962,5.8349736224352,4197.0,2.5682627819116,0.71944896292955,0.0507187415974,3.6981173022593,87.0,37,37,832,40
UFRPLS-40veh-a05-fast-e100-rep2-#0.sca,UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,default,2,1000.0,25.0,0.025,0.92332151144,,,,,,7.216,1.0,1.0,2.7871470314327,1.3153090528323,0.039130281490735,7.338016309993,7216.0,1.955129971533,0.91143638216366,0.13823703710165,4.2113535949866,25.0,0,0,666,439
UFRPLS-40veh-a05-fast-e300-rep3-#0.sca,UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,default,3,1000.0,45.0,0.045,1.2596730307556,,,,,,3.933,1.0,1.0,2.9913698129014,0.74429678289149,0.0052037754127241,6.6892182457432,3933.0,2.7103843760234,0.38741510043434,1.7895509861923,4.2081289808902,45.0,9,9,890,101
UFRPLS-40veh-a05-fast-e500-rep1-#0.sca,UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,default,1,1000.0,51.0,0.051,75.291944910647,,,,,,3.241,1.0,1.0,2.9190514597136,0.7053837177919,0.31802692649816,7.2545369260074,3241.0,2.7265745999331,0.22646312909458,2.123541676004,3.2762901502425,51.0,57,57,847,69
UFRPLS-40veh-a05-fast-e700-rep4-#0.sca,UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,default,4,1000.0,51.0,0.051,1.7849374862745,,,,,,3.403,1.0,1.0,3.1344344482594,0.65163659722743,0.028539257003573,8.8990761206498,3403.0,2.8004548375177,0.2947274231822,1.2616964272,3.2434616801875,51.0,95,95,776,114
UFRPLS-40veh-a05-fast-e900-rep5-#0.sca,UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,default,5,1000.0,144.0,0.144,1.2825724999028,,,,,,3.854,1.0,1.0,3.5855975872689,0.89541616269946,0.13481931947074,7.3091103901483,3854.0,3.0902141854852,0.97313859361129,0.092775661596008,5.9220998306405,144.0,74,74,714,88
UFRPLS-40veh-a07-e100-rep2-#0.sca,UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,default,2,1000.0,24.0,0.024,0.86723875354167,,,,,,7.341,1.0,1.0,3.1891601563503,1.5775154060476,0.021124503343174,9.2648729465535,7341.0,2.3030625231342,1.2596457975161,0.49003023350988,4.6249670180828,24.0,0,0,709,489
UFRPLS-40veh-a07-e300-rep3-#0.sca,UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,default,3,1000.0,33.0,0.033,0.57847967578788,,,,,,10.238,1.0,1.0,6.125089398961,1.2729554466455,0.07551757162328,8.577218162214,10238.0,5.6913710140683,1.1745043288474,2.7852167995309,7.110455854555,33.0,0,0,938,38
UFRPLS-40veh-a07-e500-rep1-#0.sca,UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,default,1,1000.0,37.0,0.037,0.8362501709189201,,,,,,7.064,1.0,1.0,6.2891614837727,1.2642476069661,0.23958933372022,8.3966524927927,7064.0,5.9609406030148,1.1792421395204,2.4775602298615,7.5438963024513,37.0,0,0,927,58
UFRPLS-40veh-a07-e700-rep4-#0.sca,UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,default,4,1000.0,46.0,0.046,0.91815352604348,,,,,,6.751,1.0,1.0,6.2861929959074,1.3329387220666,0.0092680196846402,9.1349921674355,6751.0,5.5006250254626,1.5950907558304,0.15580469455439,7.937270776324,46.0,0,0,918,58
UFRPLS-40veh-a07-e900-rep5-#0.sca,UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,default,5,1000.0,32.0,0.032,1.17137076975,,,,,,7.223,1.0,1.0,6.0927222824421,1.5493040395942,0.09238623850429,8.9650747652561,7223.0,5.2725758755097,1.4042831196885,1.9894844945249,7.2365323721039,32.0,0,0,950,22
UFRPLS-40veh-a07-fast-e100-rep2-#0.sca,UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,default,2,1000.0,21.0,0.021,1.0202258961429,,,,,,6.716,1.0,1.0,3.5714442167929,2.1224512932296,0.0172918918569,9.8460262305637,6716.0,3.2323252376732,1.804401904762,0.31584153257401,5.9413189306085,21.0,0,0,668,435
UFRPLS-40veh-a07-fast-e300-rep3-#0.sca,UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,default,3,1000.0,28.0,0.028,0.68783370035714,,,,,,8.713,1.0,1.0,6.1395158027358,1.4742118721567,0.022463153149225,10.925564979625,8713.0,5.9980548967776,0.87337099094519,3.5885678265915,7.7849235243368,28.0,0,0,937,60
UFRPLS-40veh-a07-fast-e500-rep1-#0.sca,UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,default,1,1000.0,35.0,0.035,1.1187591777429,,,,,,6.401,1.0,1.0,6.3721909492146,1.2421004061648,0.070746038701742,9.8580099876538,6401.0,6.5381702889173,0.39427693200622,5.6273371067964,7.2607282676393,35.0,0,0,936,44
UFRPLS-40veh-a07-fast-e700-rep4-#0.sca,UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,default,4,1000.0,37.0,0.037,1.1084632483514,,,,,,6.268,1.0,1.0,6.3766887114275,1.100746658164,0.10538779876108,9.6553038250567,6268.0,6.3001567180487,0.56391329966515,4.8841259728732,7.8025826429986,37.0,0,0,937,43
UFRPLS-40veh-a07-fast-e900-rep5-#0.sca,UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,default,5,1000.0,174.0,0.174,0.95588617852874,,,,,,5.565,1.0,1.0,6.2513857388596,1.2441041328518,0.23157394641764,10.76815404754,5565.0,6.1398009842004,1.3661218763774,0.24809499952844,7.9920713090031,174.0,0,0,802,34
UFRPLS-40veh-a09-e100-rep2-#0.sca,UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,default,2,1000.0,27.0,0.027,0.81584884737037,,,,,,7.322,1.0,1.0,3.1819345034625,1.5842259252205,0.033417901708397,9.2648729465535,7322.0,2.3559576222826,1.2238385162562,0.49003023350988,4.6249670180828,27.0,0,0,713,473
UFRPLS-40veh-a09-e300-rep3-#0.sca,UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,default,3,1000.0,40.0,0.04,0.7335294221,,,,,,8.632,1.0,1.0,6.5059613220609,1.9421203266929,0.36717356954194,12.645711632848,8632.0,5.6385605487047,1.199219233247,3.3405861076683,7.8638104329051,40.0,0,0,929,44
UFRPLS-40veh-a09-e500-rep1-#0.sca,UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,default,1,1000.0,32.0,0.032,0.63521902996875,,,,,,7.914,1.0,1.0,7.667772544605,2.1671330771608,0.16560986356301,14.1883006512,7914.0,5.8097238397929,2.0199389862467,0.47775027866026,8.5730863966145,32.0,0,0,932,58
UFRPLS-40veh-a09-e700-rep4-#0.sca,UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,default,4,1000.0,43.0,0.043,0.68322967802326,,,,,,8.197,1.0,1.0,8.1277482220009,2.406414222998,0.017277618451921,14.945108911968,8197.0,5.7295127575081,1.7192443983881,0.65543205774874,8.0927339491725,43.0,0,0,922,55
UFRPLS-40veh-a09-e900-rep5-#0.sca,UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,default,5,1000.0,30.0,0.03,0.50122552163333,,,,,,8.536,1.0,1.0,8.4495677286198,2.7066167118731,0.13232459810571,15.542910278309,8536.0,5.517537276169,1.842441983021,0.6414262038928,8.3496459961066,30.0,0,0,945,30
UFRPLS-60veh-a01-e100-rep2-#0.sca,UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,default,2,1000.0,17.0,0.017,0.97741675741176,,,,,,2.523,1.0,1.0,0.98049153783229,0.91592273612822,0.0022068040354242,6.08205842764,2523.0,0.55582646827275,0.50567230012743,0.041814775738715,1.8910439667994,17.0,0,0,304,930
UFRPLS-60veh-a01-e300-rep3-#0.sca,UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,default,3,1000.0,25.0,0.025,1.29892471012,,,,,,2.462,1.0,1.0,0.55307755224066,0.28836913342453,0.046271657643899,2.3094175205147,2462.0,0.56246530298151,0.23213687856403,0.17822971826151,0.88614201590209,25.0,38,38,392,1072
UFRPLS-60veh-a01-e500-rep1-#0.sca,UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,default,1,1000.0,32.0,0.032,1.508497117125,,,,,,3.037,1.0,1.0,1.9672579731751,0.75445985562248,0.052135428038916,5.9471440761684,3037.0,1.219613433843,0.94292644285612,0.07067200194227,2.4431745846059,32.0,42,42,550,709
UFRPLS-60veh-a01-e700-rep4-#0.sca,UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,default,4,1000.0,38.0,0.038,1.5713982390789,,,,,,3.577,1.0,1.0,2.8043336922286,1.0708348749339,0.044724750312497,4.8272150688213,3577.0,0.81881681489101,0.92732531426426,0.16259870606104,3.2016364888812,38.0,47,47,693,398
UFRPLS-60veh-a01-e900-rep5-#0.sca,UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,default,5,1000.0,89.0,0.089,13.512257845460999,,,,,,3.992,1.0,1.0,2.8331487981025,1.3341208233396,0.038328534824338,5.1317214972539,3992.0,0.37042141804111,0.22279141216516,0.014945458306983,0.97890496673058,89.0,51,51,676,323
UFRPLS-60veh-a03-e100-rep2-#0.sca,UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,default,2,1000.0,16.0,0.016,0.5234629888750001,,,,,,3.204,1.0,1.0,1.2431311524809,0.83621044480135,0.0011040194148961,5.3879832394021,3204.0,0.95641991404498,0.48983419581326,0.075305910011686,1.6244114679865,16.0,0,0,338,873
UFRPLS-60veh-a03-e300-rep3-#0.sca,UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,default,3,1000.0,32.0,0.032,1.1293050474375002,,,,,,2.007,1.0,1.0,1.2731724330803,0.28565489282343,0.0092166636955398,2.4900479674585,2007.0,1.2009451466999,0.12064065638037,0.89876076261289,1.4120278922884,32.0,7,7,456,1003
UFRPLS-60veh-a03-e500-rep1-#0.sca,UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,default,1,1000.0,32.0,0.032,1.9879364418124998,,,,,,3.08,1.0,1.0,2.0672487929121,0.67286520802113,0.14069347719063,5.5703492573098,3080.0,1.5366614276282,0.54919523882915,0.76952348621479,2.6140974441386,32.0,35,35,722,404
UFRPLS-60veh-a03-e700-rep4-#0.sca,UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,default,4,1000.0,28.0,0.028,1.9668044521786001,,,,,,3.687,1.0,1.0,2.8138940546708,0.99847762210603,0.15756033744147,4.9670570251928,3687.0,1.6914535636328,0.75777254763621,0.85906584580167,3.115441593814,28.0,46,46,750,290
UFRPLS-60veh-a03-e900-rep5-#0.sca,UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,default,5,1000.0,148.0,0.148,2.3122096858446,,,,,,4.05,1.0,1.0,3.130753161754,1.2040180620236,0.14645562342718,6.496967358285,4050.0,0.98129115561396,0.36335745261066,0.076000933271359,2.3266891046553,148.0,32,32,658,257
UFRPLS-60veh-a03-fast-e100-rep2-#0.sca,UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,default,2,1000.0,80.0,0.08,1.174121842425,,,,,,3.557,1.0,1.0,1.5808779079381,1.0182561303707,0.032153577592766,6.8587237815213,3557.0,1.0781615543567,0.31758866476546,0.16225057319304,1.8011758937027,80.0,2,2,493,634
UFRPLS-60veh-a03-fast-e300-rep3-#0.sca,UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,default,3,1000.0,116.0,0.116,1.0240902830259,,,,,,2.141,1.0,1.0,1.3624446506551,0.70185518563289,0.033255429220581,5.6712032156754,2141.0,1.0347714721165,0.60567322425913,0.079532429153289,3.3806252092529,116.0,14,14,404,815
UFRPLS-60veh-a03-fast-e500-rep1-#0.sca,UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,default,1,1000.0,107.0,0.107,1.6485226558878998,,,,,,2.318,1.0,1.0,1.7092863570594,0.5392327331363,0.41723100565967,4.8596993489489,2318.0,1.3444157532985,0.47187745300851,0.028265941666803,2.6227997213357,107.0,111,111,549,391
UFRPLS-60veh-a03-fast-e700-rep4-#0.sca,UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,default,4,1000.0,124.0,0.124,1.8547231261048,,,,,,2.778,1.0,1.0,2.5796824878995,0.89624902453516,0.12328410432593,5.6172520323752,2778.0,1.5167122211864,0.86060677377611,0.11273382215324,3.7894902281442,124.0,135,135,557,264
UFRPLS-60veh-a03-fast-e900-rep5-#0.sca,UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,default,5,1000.0,82.0,0.082,53.506886753219995,,,,,,2.915,1.0,1.0,2.9267028409663,1.2118231207394,0.11915127927404,5.0927958577221,2915.0,1.7289751380533,0.91535532062183,0.41097458831,3.9922865978012,82.0,168,168,551,231
UFRPLS-60veh-a05-e100-rep2-#0.sca,UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,default,2,1000.0,12.0,0.012,0.61480591608333,,,,,,4.961,1.0,1.0,1.6263861192976,1.008051519314,2.0777855120002e-05,5.5262618942141,4961.0,1.0592309144847,0.61941873889048,0.23992330916348,2.0669776594199,12.0,0,0,375,820
UFRPLS-60veh-a05-e300-rep3-#0.sca,UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,default,3,1000.0,42.0,0.042,1.4191726579762,,,,,,2.613,1.0,1.0,2.9164260959451,0.4139463188674,0.016808074104411,5.088267603708,2613.0,2.7059431544958,0.36262637217706,1.0334926291545,3.2386183581947,42.0,1,1,844,222
UFRPLS-60veh-a05-e500-rep1-#0.sca,UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,default,1,1000.0,69.0,0.069,16.899428392087,,,,,,2.28,1.0,1.0,2.8445468315948,0.71509843692568,0.37220457158892,6.5772038744733,2280.0,2.6896965792104,0.41616462653824,0.62930009076087,3.3241054634893,69.0,10,10,836,157
UFRPLS-60veh-a05-e700-rep4-#0.sca,UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,default,4,1000.0,58.0,0.058,106.5564228099,,,,,,3.408,1.0,1.0,3.1066243215538,0.68592951827232,0.06940151205896,5.6382815598925,3408.0,2.5467911838405,0.61927199662833,0.25574631902182,3.7727765716048,58.0,35,35,850,75
UFRPLS-60veh-a05-e900-rep5-#0.sca,UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,default,5,1000.0,84.0,0.084,2.6657707881667,,,,,,3.6,1.0,1.0,3.5390985482773,0.74676356886086,0.066657169360674,5.2839474770743,3600.0,2.0628436929215,0.80160887822077,0.11825440577519,4.024355080849,84.0,54,54,794,86
UFRPLS-60veh-a05-fast-e100-rep2-#0.sca,UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,default,2,1000.0,119.0,0.119,0.9341565871848699,,,,,,4.509,1.0,1.0,2.831285717261,0.99614887965649,0.034744151675071,7.2342360009813,4509.0,2.5438592026923,0.70424448716305,0.31903785370314,5.2375698577084,119.0,0,0,561,430
UFRPLS-60veh-a05-fast-e300-rep3-#0.sca,UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,default,3,1000.0,105.0,0.105,0.90262770295238,,,,,,3.856,1.0,1.0,2.7357851873137,0.82644227571316,0.018616638318385,6.1303698962319,3856.0,2.0956187415285,1.1835200044427,0.013439788680323,5.9903492829583,105.0,1,1,603,484
UFRPLS-60veh-a05-fast-e500-rep1-#0.sca,UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,default,1,1000.0,223.0,0.223,1.5883730426009,,,,,,2.272,1.0,1.0,2.8987969723525,0.44129335457916,0.22348740895646,6.3863049596625,2272.0,2.7357306627448,0.26798435095802,1.2133576390043,3.3896587358467,223.0,32,32,678,89
UFRPLS-60veh-a05-fast-e700-rep4-#0.sca,UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,default,4,1000.0,145.0,0.145,16.289612651283,,,,,,2.55,1.0,1.0,3.0320130198077,0.64818648706213,0.015513625890847,9.936551591264,2550.0,2.62401475063,0.57056766048178,0.070678073208981,3.7979124744511,145.0,124,124,662,87
UFRPLS-60veh-a05-fast-e900-rep5-#0.sca,UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,default,5,1000.0,92.0,0.092,1.8241832462282999,,,,,,3.36,1.0,1.0,3.422363941971,0.79851336807212,0.24883075566256,5.1467516527879,3360.0,2.7936332747208,0.37210777552746,1.5629393061561,3.9357021574154,92.0,141,141,667,83
UFRPLS-60veh-a07-e100-rep2-#0.sca,UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,default,2,1000.0,15.0,0.015,0.56216008013333,,,,,,3.235,1.0,1.0,1.6490570720131,1.0865515556344,0.0052728630431034,7.4374253919344,3235.0,1.1405894969432,0.64149760337135,0.32038706356656,2.1975014151574,15.0,0,0,349,847
UFRPLS-60veh-a07-e300-rep3-#0.sca,UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,default,3,1000.0,26.0,0.026,0.61606095726923,,,,,,9.466,1.0,1.0,6.3711629352718,1.1366224021645,0.33939940337025,11.742230446271,9466.0,5.9576811587236,0.75476749699285,4.3947472593997,7.1608957177244,26.0,0,0,952,42
UFRPLS-60veh-a07-e500-rep1-#0.sca,UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,default,1,1000.0,29.0,0.029,0.63925859765517,,,,,,6.238,1.0,1.0,6.4157441194621,1.1878016504402,0.33118288931729,10.176350629628,6238.0,6.5548333713456,0.47627294417365,5.6216147921695,7.7075601319215,29.0,0,0,949,39
UFRPLS-60veh-a07-e700-rep4-#0.sca,UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,default,4,1000.0,31.0,0.031,0.7243281173225801,,,,,,6.061,1.0,1.0,6.2872665360619,1.3896274456092,0.30948227212927,11.175438816687,6061.0,6.1991880574372,0.94463985904405,4.2192120678755,7.6320802685936,31.0,0,0,938,48
UFRPLS-60veh-a07-e900-rep5-#0.sca,UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,default,5,1000.0,27.0,0.027,1.1080801283704,,,,,,6.225,1.0,1.0,6.2353091868344,1.2211611660114,0.13695938993629,8.4200842091869,6225.0,2.8143221018518,1.3479416694194,0.059934830313559,5.3631695839605,27.0,0,0,931,63
UFRPLS-60veh-a07-fast-e100-rep2-#0.sca,UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,default,2,1000.0,141.0,0.141,1.1066308945106,,,,,,5.726,1.0,1.0,4.7914329476544,1.9135265835049,0.057324923594116,9.3334084241336,5726.0,5.208665524283,1.6776432777555,0.078285398222746,7.983497694709,141.0,0,0,571,378
UFRPLS-60veh-a07-fast-e300-rep3-#0.sca,UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,default,3,1000.0,117.0,0.117,0.87064308538461,,,,,,5.542,1.0,1.0,5.0234909940163,1.9851396065446,0.014960121619652,10.462118767555,5542.0,3.0069429546404,2.1535737918303,0.019099174962079,8.0479934145875,117.0,0,0,628,400
UFRPLS-60veh-a07-fast-e500-rep1-#0.sca,UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,default,1,1000.0,210.0,0.21,1.1017865742143,,,,,,4.896,1.0,1.0,6.5704393911638,0.95271572831769,0.48568998382046,9.3246656361619,4896.0,5.9521462779744,1.231711083279,0.14015707132502,7.5191868567601,210.0,0,0,777,23
UFRPLS-60veh-a07-fast-e700-rep4-#0.sca,UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,default,4,1000.0,136.0,0.136,1.5658616760734998,,,,,,4.572,1.0,1.0,6.5636802101286,1.055707071691,0.063714529947745,10.632782680103,4572.0,6.2090182297638,1.1182514357274,0.32325884610363,7.6445021627304,136.0,0,0,839,48
UFRPLS-60veh-a07-fast-e900-rep5-#0.sca,UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,default,5,1000.0,128.0,0.128,1.7283562231327998,,,,,,5.349,1.0,1.0,6.4677042548514,1.2623045056041,0.69016945458461,10.160254639619,5349.0,6.185776752425,0.99873983698927,1.1685841762422,7.2393372759338,128.0,0,0,843,50
UFRPLS-60veh-a09-e100-rep2-#0.sca,UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,default,2,1000.0,17.0,0.017,0.7028977321176499,,,,,,3.126,1.0,1.0,1.6553370330156,1.1244432989028,0.0072855828537257,6.8491813442615,3126.0,0.93271628907294,0.744233787244,0.02927930323839,2.0669776594199,17.0,0,0,350,844
UFRPLS-60veh-a09-e300-rep3-#0.sca,UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,default,3,1000.0,32.0,0.032,0.82759253671875,,,,,,8.236,1.0,1.0,7.6625578918306,2.1418711870888,0.31084622690447,12.75705311351,8236.0,5.8608740802255,0.83567655076924,4.2919125199864,7.0317680097712,32.0,0,0,942,46
UFRPLS-60veh-a09-e500-rep1-#0.sca,UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,default,1,1000.0,30.0,0.03,0.6620590382,,,,,,8.418,1.0,1.0,8.8335462888235,2.5412712688592,0.044692663786947,14.129969269597,8418.0,7.8444827860961,0.66479534968445,6.6088716906471,8.7345545201471,30.0,0,0,951,36
UFRPLS-60veh-a09-e700-rep4-#0.sca,UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,default,4,1000.0,33.0,0.033,0.6836472944545501,,,,,,8.728,1.0,1.0,9.6414198736916,3.0596599100875,0.12108822893696,15.827824317489,8728.0,6.2032748153282,1.1081680526925,4.2087937788284,8.0384040396824,33.0,0,0,940,42
UFRPLS-60veh-a09-e900-rep5-#0.sca,UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,default,5,1000.0,32.0,0.032,1.16964484325,,,,,,8.641,1.0,1.0,10.112486280818,3.4318718238968,0.10290088721761,16.609498324706,8641.0,2.7441608519383,1.2499215247644,0.038510041310957,4.8872139630372,32.0,0,0,923,68
UFRPLS-80veh-a01-e100-rep2-#0.sca,UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,default,2,1000.0,35.0,0.035,1.2383516824,,,,,,2.723,1.0,1.0,1.0523549240054,1.1423819571655,0.018075136662226,5.2986057798894,2723.0,0.37196402965507,0.18884210305109,0.11856893282335,1.035388994336,35.0,5,5,593,717
UFRPLS-80veh-a01-e300-rep3-#0.sca,UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,default,3,1000.0,29.0,0.029,35.999486967345,,,,,,1.64,1.0,1.0,0.54974478861924,0.46558700052662,0.022501708450708,4.0209074059396,1640.0,0.38140819361211,0.17604422505611,0.052264160047216,0.80854562874789,29.0,11,11,447,1014
UFRPLS-80veh-a01-e500-rep1-#0.sca,UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,default,1,1000.0,24.0,0.024,43.625588149958,,,,,,3.22,1.0,1.0,2.0841913184502,0.74157815301326,0.019685602535674,4.6804966158252,3220.0,0.97393302572817,0.74963359471344,0.1905579018961,2.2926634221696,24.0,47,47,633,538
UFRPLS-80veh-a01-e700-rep4-#0.sca,UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,default,4,1000.0,101.0,0.101,11.776250126743,,,,,,3.203,1.0,1.0,2.5993831526618,1.2195039628588,0.046376558848905,4.3826309130486,3203.0,0.54124408208612,0.60965202484088,0.08919957797238,3.1519161601373,101.0,42,42,653,358
UFRPLS-80veh-a01-e900-rep5-#0.sca,UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,default,5,1000.0,30.0,0.03,61.797096907667,,,,,,3.431,1.0,1.0,2.8590659577476,1.3628709337563,0.043913501685402,4.8502303570958,3431.0,0.78078217538749,0.80526392562989,0.1096450411072,2.4543982233213,30.0,42,42,697,376
UFRPLS-80veh-a03-e100-rep2-#0.sca,UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,default,2,1000.0,33.0,0.033,1.5656767620303,,,,,,3.834,1.0,1.0,1.5107086161763,0.89505450514351,0.028279736743769,6.4931497766538,3834.0,1.0884867305365,0.44361766623548,0.15091592099982,2.2590637129633,33.0,1,1,705,506
UFRPLS-80veh-a03-e300-rep3-#0.sca,UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,default,3,1000.0,30.0,0.03,1.4916547909667,,,,,,1.874,1.0,1.0,1.3646275082582,0.50196865703615,0.13080997377389,3.8693183455835,1874.0,1.100772613712,0.18607974906013,0.69133197014654,1.4852286804679,30.0,3,3,566,790
