file,config,protocol,n,speed,alpha,position,rep,pkt_sent,pkt_recv,pdr,delay_mean_ms,lifetime_mean_ms,lifetime_std_ms,lifetime_min_ms,lifetime_max_ms,lifetime_count,hop_count_avg,network_secure_ratio,secure_ratio_src,cs_mean,cs_std,cs_min,cs_max,cs_count,mcs_mean,mcs_std,mcs_min,mcs_max,mcs_count,link_broken_total,retry_limit_total,hop_limit_drops,no_route_drops
UFRPLS-100veh-a05-e300-rep3-#0.sca,UFRPLS-100veh-a05,UFRPLS,100,slow,0.5,default,3,1000.0,35.0,0.035,2.1535080679714,,,,,,2.423,1.0,1.0,2.8071937213968,0.47611305727671,0.22373920286752,5.1234330086592,2423.0,2.6786111400942,0.42648025335035,0.54986672159624,3.278158505793,35.0,0,0,763,386
UFRPLS-100veh-a05-e500-rep1-#0.sca,UFRPLS-100veh-a05,UFRPLS,100,slow,0.5,default,1,1000.0,36.0,0.036,2.3814610679444,,,,,,1.775,1.0,1.0,2.8862027979154,0.31797663942279,0.48008327160524,5.6963849117879,1775.0,2.8149463490526,0.079507821169054,2.5961598432326,2.9586331140822,36.0,7,7,884,128
UFRPLS-100veh-a05-e700-rep4-#0.sca,UFRPLS-100veh-a05,UFRPLS,100,slow,0.5,default,4,1000.0,45.0,0.045,2.504007166,,,,,,2.338,1.0,1.0,2.9566289226123,0.34927023327211,0.21861612365874,4.80348673092,2338.0,2.803456513785,0.11227837184607,2.4983671448134,2.9941359008676,45.0,13,13,813,221
UFRPLS-100veh-a05-e900-rep5-#0.sca,UFRPLS-100veh-a05,UFRPLS,100,slow,0.5,default,5,1000.0,43.0,0.043,143.96184454653,,,,,,3.121,1.0,1.0,3.4246405142216,0.67823142216697,0.17241490538875,4.7375699326235,3121.0,2.7747283970741,0.096617986976181,2.447289525022,2.9106220061344,43.0,33,33,886,31
UFRPLS-100veh-a05-fast-e100-rep2-#0.sca,UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,default,2,1000.0,10.0,0.01,1.1119055726,,,,,,4.009,1.0,1.0,2.2787716196683,1.0316225891094,0.0033433693026907,5.521386488108,4009.0,2.0131094180621,1.0372865862126,0.054824401581634,3.2069360143705,10.0,0,0,524,712
UFRPLS-100veh-a05-fast-e300-rep3-#0.sca,UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,default,3,1000.0,30.0,0.03,35.657616888567,,,,,,1.869,1.0,1.0,2.8792325662664,0.27965783575278,0.063803158121956,4.6136164492738,1869.0,2.7217577524364,0.51828714863489,0.08150137299603,2.9875191433722,30.0,55,55,810,152
UFRPLS-100veh-a05-fast-e500-rep1-#0.sca,UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,default,1,1000.0,77.0,0.077,28.302502713286,,,,,,1.964,1.0,1.0,2.9922525775844,0.36857074031797,0.37985012759886,4.6964019873763,1964.0,2.7592899333737,0.34236469494361,0.76001427340401,3.3982607784909,77.0,84,84,675,211
UFRPLS-100veh-a05-fast-e700-rep4-#0.sca,UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,default,4,1000.0,58.0,0.058,38.553127872740994,,,,,,2.175,1.0,1.0,3.163762894753,0.5079896325142,0.58039722287945,6.722172497032,2175.0,2.5199374656105,0.65425641994649,0.039974713700481,3.5338849827625,58.0,136,136,697,73
UFRPLS-100veh-a05-fast-e900-rep5-#0.sca,UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,default,5,1000.0,32.0,0.032,97.965118098938,,,,,,2.272,1.0,1.0,3.45051001947,0.70905791303371,0.28420751410552,5.9635589826005,2272.0,2.7978258912771,0.55077754558977,0.15007328684183,3.6711818066094,32.0,113,113,740,90
UFRPLS-100veh-a07-e100-rep2-#0.sca,UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,default,2,1000.0,6.0,0.006,1.4510248416667,,,,,,7.009,1.0,1.0,2.9777637442958,1.6685065657101,0.013897797364159,7.6293735348345,7009.0,1.4393164252452,1.6164543467046,0.29072271004735,4.6346657945619,6.0,0,0,628,532
UFRPLS-100veh-a07-e300-rep3-#0.sca,UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,default,3,1000.0,22.0,0.022,0.98856609672727,,,,,,7.106,1.0,1.0,6.2539326087142,1.1238021906506,0.19509577491895,10.058320180424,7106.0,5.4717834349024,1.3687862389534,2.7896170608918,6.8818744181478,22.0,0,0,893,170
UFRPLS-100veh-a07-e500-rep1-#0.sca,UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,default,1,1000.0,21.0,0.021,1.5067096897619,,,,,,4.846,1.0,1.0,6.629747850632,0.71813575709621,0.62687920556061,9.3897644255396,4846.0,6.549947749114,0.23482966265827,6.094805390654,7.0636765587698,21.0,0,0,956,39
UFRPLS-100veh-a07-e700-rep4-#0.sca,UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,default,4,1000.0,31.0,0.031,1.7658977090323,,,,,,4.047,1.0,1.0,6.5965282166968,0.71559107125526,0.26587727108723,8.3417372659083,4047.0,6.4224930702327,0.52837166693055,4.9169667956653,7.4022840572241,31.0,0,0,945,47
UFRPLS-100veh-a07-e900-rep5-#0.sca,UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,default,5,1000.0,24.0,0.024,1.1949769382083,,,,,,3.889,1.0,1.0,6.4397750076278,0.99438618319586,0.26136156098307,8.963735493964,3889.0,6.3341255201024,0.46832052558369,4.9831426342876,6.9298598002633,24.0,0,0,961,29
UFRPLS-100veh-a07-fast-e100-rep2-#0.sca,UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,default,2,1000.0,7.0,0.007,1.2034235545714,,,,,,4.016,1.0,1.0,3.3127307682426,1.7511563296028,0.0091782881777434,8.5319858484887,4016.0,1.3611305910792,1.1172708124939,0.26241804444049,3.3372299259422,7.0,0,0,535,713
UFRPLS-100veh-a07-fast-e300-rep3-#0.sca,UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,default,3,1000.0,20.0,0.02,1.4227979306,,,,,,3.836,1.0,1.0,6.5023495563241,0.86946722482676,0.61100213609224,8.5448261684272,3836.0,6.5917505930613,0.33393349097055,6.0441765468227,7.3610333440119,20.0,0,0,956,48
UFRPLS-100veh-a07-fast-e500-rep1-#0.sca,UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,default,1,1000.0,69.0,0.069,2.0333808841739,,,,,,3.197,1.0,1.0,6.5765479228101,0.81527711512114,0.16352133745908,9.6183633402182,3197.0,6.2845851517455,1.2347773729423,0.071890755981016,7.1040553854069,69.0,0,0,909,44
UFRPLS-100veh-a07-fast-e700-rep4-#0.sca,UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,default,4,1000.0,11.0,0.011,2.136733905,,,,,,3.292,1.0,1.0,6.4272332342714,1.0552541317608,0.7380149813189,9.1570541801811,3292.0,3.3673596255894,2.3182334626949,0.016182460863895,6.6471468680415,11.0,0,0,982,14
UFRPLS-100veh-a07-fast-e900-rep5-#0.sca,UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,default,5,1000.0,29.0,0.029,1.1922205461379,,,,,,3.009,1.0,1.0,6.5281686789664,0.78710513868206,0.49519885425966,9.8015993867423,3009.0,6.6296207375663,0.24092503147,6.0348024122404,7.3216976727951,29.0,0,0,959,24
UFRPLS-100veh-a09-e100-rep2-#0.sca,UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,default,2,1000.0,12.0,0.012,1.1215322285833,,,,,,6.933,1.0,1.0,2.8787530962714,1.614393197385,0.0036834427999253,7.6621793307694,6933.0,1.882737415577,1.218678453895,0.20364042513886,4.203900055884,12.0,0,0,610,562
UFRPLS-100veh-a09-e300-rep3-#0.sca,UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,default,3,1000.0,28.0,0.028,1.1570467871785999,,,,,,6.716,1.0,1.0,7.797494622004,2.0911177200012,0.11116328054545,12.81146376363,6716.0,5.8130866061999,1.0574092784366,2.8380902086585,7.3331011827096,28.0,0,0,890,164
UFRPLS-100veh-a09-e500-rep1-#0.sca,UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,default,1,1000.0,26.0,0.026,1.6040289812308,,,,,,5.292,1.0,1.0,9.1372598514333,1.8363824293289,0.26216108211816,14.152226317163,5292.0,8.0862438649717,0.88684073824872,5.7155980531139,9.357180284914,26.0,0,0,950,42
UFRPLS-100veh-a09-e700-rep4-#0.sca,UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,default,4,1000.0,10.0,0.01,1.4391814166,,,,,,4.495,1.0,1.0,10.287883853441,2.4489794240442,0.36843972028716,16.405408665431,4495.0,7.2458901392034,0.83834241861017,6.2153918728302,8.4293993352933,10.0,0,0,964,52
UFRPLS-100veh-a09-e900-rep5-#0.sca,UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,default,5,1000.0,22.0,0.022,0.6623723345,,,,,,4.456,1.0,1.0,10.895294576352,3.1071457890582,0.23172293607155,16.649825724346,4456.0,6.6383381688369,0.3882385942807,5.8317036093235,7.6795857630387,22.0,0,0,957,39
UFRPLS-20veh-a01-e100-rep2-#0.sca,UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,default,2,1000.0,52.0,0.052,1.3065866310962,,,,,,6.796,1.0,1.0,2.3632687384793,0.66935494880056,0.016909619949423,5.27257304022,6796.0,1.3131757122305,0.87423584197393,0.15638467298547,2.6161184171985,52.0,8,8,651,536
UFRPLS-20veh-a01-e300-rep3-#0.sca,UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,default,3,1000.0,59.0,0.059,1.1539697778136,,,,,,6.634,1.0,1.0,2.4012835375929,0.65332718928163,0.020656840196757,5.9069649786614,6634.0,1.223540157787,0.87117016002472,0.036878906962443,2.6407275979606,59.0,5,5,656,524
UFRPLS-20veh-a01-e500-rep1-#0.sca,UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,default,1,1000.0,46.0,0.046,1.083325581087,,,,,,6.904,1.0,1.0,2.383761746041,0.67259851309806,0.0083927753849089,5.685890081209,6904.0,1.211515008407,0.7932061258156,0.16261364072701,2.6900655423845,46.0,10,10,652,544
UFRPLS-20veh-a01-e700-rep4-#0.sca,UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,default,4,1000.0,57.0,0.057,0.9484589550350899,,,,,,6.772,1.0,1.0,2.3940764952695,0.65892790668041,0.050063008964344,5.2697334869717,6772.0,1.1957130868076,0.8784629538344,0.1572100033461,3.0076289922514,57.0,2,2,652,536
UFRPLS-20veh-a01-e900-rep5-#0.sca,UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,default,5,1000.0,56.0,0.056,1.1694545703571,,,,,,6.83,1.0,1.0,2.407090208698,0.63177258444627,0.0081727153343323,5.6911943972711,6830.0,1.0883504807096,0.83834134866213,0.054114526143863,2.7839867429005,56.0,5,5,653,538
UFRPLS-20veh-a03-e100-rep2-#0.sca,UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,default,2,1000.0,84.0,0.084,0.9969358376071399,,,,,,3.831,1.0,1.0,2.2471464358603,0.67743895123597,0.020656840196757,5.2710174817859,3831.0,1.4434893259054,0.63255221729249,0.054379548825416,2.8168733307588,84.0,6,6,629,525
UFRPLS-20veh-a03-e300-rep3-#0.sca,UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,default,3,1000.0,90.0,0.09,1.0501255116555999,,,,,,3.621,1.0,1.0,2.2179173795514,0.74156251596582,0.026893286607191,5.2363120238256,3621.0,1.363582172091,0.55055877897638,0.039823960858541,2.8256829861063,90.0,4,4,608,563
UFRPLS-20veh-a03-e500-rep1-#0.sca,UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,default,1,1000.0,89.0,0.089,1.0735893536742,,,,,,3.701,1.0,1.0,2.278616366009,0.66399052995947,0.025087981204834,5.4909521235488,3701.0,1.4116181770125,0.60857470646809,0.32567005373065,2.701020178818,89.0,5,5,599,578
UFRPLS-20veh-a03-e700-rep4-#0.sca,UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,default,4,1000.0,82.0,0.082,1.1640261332073,,,,,,3.675,1.0,1.0,2.2694861827205,0.67271886729918,0.16917864892796,5.4239754019975,3675.0,1.2241503905273,0.62155353865497,0.025920411647121,2.588439421406,82.0,4,4,609,570
UFRPLS-20veh-a03-e900-rep5-#0.sca,UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,default,5,1000.0,72.0,0.072,1.2081468576806,,,,,,3.598,1.0,1.0,2.2227058815674,0.69620855054005,0.090907665940932,5.36641341154,3598.0,1.3975399865855,0.58437542236158,0.032235529186259,2.6871950547718,72.0,4,4,622,572
UFRPLS-20veh-a03-fast-e100-rep2-#0.sca,UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,default,2,1000.0,49.0,0.049,1.187603708898,,,,,,3.993,1.0,1.0,1.8983602421062,1.2228224886824,0.013500538265461,7.4923471770215,3993.0,1.1884937561925,0.67084876098017,0.060891111985626,3.0112910846429,49.0,2,2,536,784
UFRPLS-20veh-a03-fast-e300-rep3-#0.sca,UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,default,3,1000.0,99.0,0.099,0.89679832314141,,,,,,3.682,1.0,1.0,1.6955837094969,0.97045032754234,0.23505496665436,5.8568704283036,3682.0,1.2108453336125,0.42930581000242,0.056280912956673,2.3309078328816,99.0,44,44,619,454
UFRPLS-20veh-a03-fast-e500-rep1-#0.sca,UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,default,1,1000.0,78.0,0.078,0.8169714530000001,,,,,,4.159,1.0,1.0,2.3844274744072,0.88384884390747,0.060594518387546,7.1828667934874,4159.0,2.1548839238662,0.71145639345379,0.78982959605067,3.8198126362703,78.0,61,61,721,256
UFRPLS-20veh-a03-fast-e700-rep4-#0.sca,UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,default,4,1000.0,71.0,0.071,0.82302323697183,,,,,,4.78,1.0,1.0,3.1357573090591,1.170250235129,0.0057802422884379,7.4530436132549,4780.0,2.3460452348766,0.95261532107176,0.15298694668085,3.7439624783181,71.0,73,73,720,245
UFRPLS-20veh-a03-fast-e900-rep5-#0.sca,UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,default,5,1000.0,71.0,0.071,1.0956737079999999,,,,,,4.851,1.0,1.0,3.356465634168,1.4880068835487,0.11488344975687,9.9862042457692,4851.0,1.8733062364732,0.93121816946849,0.036702044878538,3.5428219458743,71.0,73,73,740,208
UFRPLS-20veh-a05-e100-rep2-#0.sca,UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,default,2,1000.0,110.0,0.11,1.1934829552544999,,,,,,4.011,1.0,1.0,2.8717765766596,0.65393142408807,0.19510449371639,5.455968693844,4011.0,2.553550864008,0.48642446100848,0.66062886524335,3.7159536590988,110.0,8,8,771,183
UFRPLS-20veh-a05-e300-rep3-#0.sca,UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,default,3,1000.0,109.0,0.109,1.1333663775688,,,,,,4.202,1.0,1.0,2.7990186955496,0.67414751599119,0.036167030792114,5.6220981323269,4202.0,2.5859405023675,0.46503443142283,0.60419290995516,3.456090785085,109.0,12,12,767,189
UFRPLS-20veh-a05-e500-rep1-#0.sca,UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,default,1,1000.0,109.0,0.109,1.2817855418624,,,,,,4.128,1.0,1.0,2.8139394314447,0.6487728609356,0.043837295604575,5.2391762421824,4128.0,2.5592291952358,0.57603060436103,0.19719724266858,3.8395548762526,109.0,12,12,767,186
UFRPLS-20veh-a05-e700-rep4-#0.sca,UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,default,4,1000.0,93.0,0.093,1.2669077535376,,,,,,4.064,1.0,1.0,2.8118260287544,0.66998904220509,0.10220901778861,5.393089941875,4064.0,2.6075689256584,0.44758470261633,0.73084985351371,3.2355666165485,93.0,8,8,787,186
UFRPLS-20veh-a05-e900-rep5-#0.sca,UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,default,5,1000.0,91.0,0.091,1.3177459995275,,,,,,4.204,1.0,1.0,2.8452673181597,0.68306646091271,0.043535187465658,5.5767030194808,4204.0,2.5929101425373,0.5288357952777,0.029783177437977,3.7159536590988,91.0,12,12,779,200
UFRPLS-20veh-a05-fast-e100-rep2-#0.sca,UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,default,2,1000.0,45.0,0.045,0.85077687153333,,,,,,6.12,1.0,1.0,2.680430820694,1.0180980710024,0.017532307931887,8.2685756598916,6120.0,2.0900400430377,1.1012019183961,0.029976105168608,4.096008803565,45.0,0,0,658,548
UFRPLS-20veh-a05-fast-e300-rep3-#0.sca,UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,default,3,1000.0,76.0,0.076,0.7454482154079,,,,,,4.682,1.0,1.0,3.232187400281,1.0235716337015,0.073406564786261,7.2981210219237,4682.0,2.6923466852658,0.68180849472279,0.74923780045489,5.0956016404895,76.0,30,30,782,197
UFRPLS-20veh-a05-fast-e500-rep1-#0.sca,UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,default,1,1000.0,107.0,0.107,0.94850050895327,,,,,,4.14,1.0,1.0,3.0226490623092,1.2333881976702,0.02864464017825,9.1621365990691,4140.0,2.6106967441884,0.49308891180976,0.50839334056369,3.8064236100396,107.0,39,39,786,113
UFRPLS-20veh-a05-fast-e700-rep4-#0.sca,UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,default,4,1000.0,57.0,0.057,1.0762292707193,,,,,,5.081,1.0,1.0,3.4279738673817,0.89106196753716,0.078544113885343,8.8750516123826,5081.0,2.9930493107265,0.56809501969777,0.8212848675935,4.0255021954544,57.0,62,62,806,111
UFRPLS-20veh-a05-fast-e900-rep5-#0.sca,UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,default,5,1000.0,93.0,0.093,0.86328654855914,,,,,,5.499,1.0,1.0,3.6994073481677,1.2434827891825,0.043367880937787,9.6970804360137,5499.0,2.791379009502,0.58884448009264,0.19049104341537,4.4930410681412,93.0,53,53,784,99
UFRPLS-20veh-a07-e100-rep2-#0.sca,UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,default,2,1000.0,63.0,0.063,0.35600089071429003,,,,,,8.869,1.0,1.0,6.2500010093166,1.7006417276585,0.050063008964344,9.4177530267725,8869.0,6.5580886395209,1.1595297289895,4.5985941462608,8.5771164939513,63.0,0,0,880,79
UFRPLS-20veh-a07-e300-rep3-#0.sca,UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,default,3,1000.0,63.0,0.063,0.47499306438095,,,,,,9.103,1.0,1.0,6.2376488081037,1.704312469763,0.047388397077412,9.2510113933697,9103.0,6.698017551573,1.1467044515896,4.3504801953426,8.6219210879253,63.0,0,0,880,88
UFRPLS-20veh-a07-e500-rep1-#0.sca,UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,default,1,1000.0,62.0,0.062,0.31328299856451997,,,,,,8.773,1.0,1.0,6.1865233499792,1.7266537426817,0.023741931918252,9.414336931797,8773.0,6.7003654469111,1.2414560873838,2.9600789424065,8.5977529842278,62.0,0,0,882,82
UFRPLS-20veh-a07-e700-rep4-#0.sca,UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,default,4,1000.0,61.0,0.061,0.32980536901639,,,,,,8.789,1.0,1.0,6.2113984227877,1.6722163059531,0.047388397077412,8.6686666690522,8789.0,6.7880665291167,1.1639223639887,4.791381668758,8.6663380924721,61.0,0,0,879,91
UFRPLS-20veh-a07-e900-rep5-#0.sca,UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,default,5,1000.0,64.0,0.064,0.33263499964063,,,,,,8.761,1.0,1.0,6.258319802651,1.6394776891144,0.070854035642171,9.4513208300092,8761.0,6.6756485129457,1.2413393987818,2.2197913668699,8.5117377978077,64.0,0,0,875,92
UFRPLS-20veh-a07-fast-e100-rep2-#0.sca,UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,default,2,1000.0,20.0,0.02,0.8624503619,,,,,,8.9,1.0,1.0,4.8002744970941,2.2100954446896,0.022866380989896,10.624265779759,8900.0,3.218528687639,1.9474005237752,0.07840465446467,6.2807008818308,20.0,0,0,700,523
UFRPLS-20veh-a07-fast-e300-rep3-#0.sca,UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,default,3,1000.0,47.0,0.047,0.46297656782979,,,,,,10.185,1.0,1.0,6.0769441419845,1.760780953477,0.18279490341909,12.489340966716,10185.0,6.0725315225832,1.0131352902807,3.786350009325,7.5995034464928,47.0,0,0,920,48
UFRPLS-20veh-a07-fast-e500-rep1-#0.sca,UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,default,1,1000.0,66.0,0.066,0.48224529419697004,,,,,,9.002,1.0,1.0,6.2551485228252,1.7140824915524,0.024252645905698,13.826738410495,9002.0,6.2001193705629,1.0939672547786,3.2724518895271,8.9996091886883,66.0,0,0,920,16
UFRPLS-20veh-a07-fast-e700-rep4-#0.sca,UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,default,4,1000.0,59.0,0.059,0.57815282384746,,,,,,8.438,1.0,1.0,6.4388200925227,1.7141794242142,0.1470389446767,11.338383137647,8438.0,6.3766711242647,0.83919489657965,4.0138226662184,7.8884383783551,59.0,0,0,918,37
UFRPLS-20veh-a07-fast-e900-rep5-#0.sca,UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,default,5,1000.0,54.0,0.054,0.56928277061111,,,,,,7.741,1.0,1.0,6.1070744855393,1.7857358538938,0.040368785489228,11.510022159852,7741.0,6.1406351951051,1.0802915123303,3.5325304495286,8.175338412805,54.0,0,0,918,37
UFRPLS-20veh-a09-e100-rep2-#0.sca,UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,default,2,1000.0,45.0,0.045,0.25122702704444,,,,,,9.84,1.0,1.0,7.0834359219447,2.4395695235008,0.070352582311124,14.173769044211,9840.0,6.8417643941801,1.1486134093107,4.4166100443582,8.5848919818542,45.0,0,0,899,82
UFRPLS-20veh-a09-e300-rep3-#0.sca,UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,default,3,1000.0,50.0,0.05,0.27153431804,,,,,,9.782,1.0,1.0,7.078736402011,2.4573238003083,0.008816860077772,14.179205073217,9782.0,6.7560074045832,1.2423296151517,4.3778857994269,8.8692093099508,50.0,0,0,894,77
UFRPLS-20veh-a09-e500-rep1-#0.sca,UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,default,1,1000.0,45.0,0.045,0.49332155748889,,,,,,9.801,1.0,1.0,7.1400004747746,2.43289602897,0.037360966238012,14.214228319819,9801.0,6.860160116431,1.0910951492332,4.5417820915969,8.5738251580083,45.0,0,0,896,89
UFRPLS-20veh-a09-e700-rep4-#0.sca,UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,default,4,1000.0,46.0,0.046,0.33758831513043,,,,,,9.743,1.0,1.0,7.107331245951,2.3936484274651,0.024890121680194,14.052820687928,9743.0,6.8505995121813,1.0507605235331,4.9097253986867,8.4669579431512,46.0,0,0,896,86
UFRPLS-20veh-a09-e900-rep5-#0.sca,UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,default,5,1000.0,44.0,0.044,0.24979581470455,,,,,,9.723,1.0,1.0,7.1103023143258,2.4398747947881,0.00999836768937,14.225250080397,9723.0,6.8846659682169,1.1642268146516,4.4677915085888,8.5462364025064,44.0,0,0,899,87
UFRPLS-40veh-a01-e100-rep2-#0.sca,UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,default,2,1000.0,37.0,0.037,1.5602406587297,,,,,,3.279,1.0,1.0,1.1822519245461,0.8321699763753,0.010578021393563,4.551313656835,3279.0,0.63234830848994,0.4557234446596,0.10637131804551,1.7100814784755,37.0,1,1,431,1025
UFRPLS-40veh-a01-e300-rep3-#0.sca,UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,default,3,1000.0,39.0,0.039,1.196232779641,,,,,,3.455,1.0,1.0,1.0061813215386,0.42107997650548,0.043207560822772,2.5583520246798,3455.0,0.59655443334169,0.32783513052857,0.010531333592809,1.34286760404,39.0,19,19,668,514
UFRPLS-40veh-a01-e500-rep1-#0.sca,UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,default,1,1000.0,24.0,0.024,2.105061242375,,,,,,4.358,1.0,1.0,2.1018493852293,0.60354232715955,0.038059309798026,3.7187442121543,4358.0,1.1251275893709,0.98840651345182,0.026389829296498,3.1053094767621,24.0,28,28,556,767
UFRPLS-40veh-a01-e700-rep4-#0.sca,UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,default,4,1000.0,57.0,0.057,1.2512312859825,,,,,,4.19,1.0,1.0,2.7215012343948,1.0654602215864,0.029239991453245,4.9079762043194,4190.0,1.2207893821214,1.1181385997805,0.082215028903619,3.4554826842662,57.0,27,27,609,579
UFRPLS-40veh-a01-e900-rep5-#0.sca,UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,default,5,1000.0,108.0,0.108,1.1593074792684999,,,,,,4.306,1.0,1.0,2.7617397123264,1.3843042283181,0.00024374172409836,5.6519563338643,4306.0,0.91441174503179,1.0099229802477,0.00024374172409836,3.6099674899592,108.0,37,37,743,188
UFRPLS-40veh-a03-e100-rep2-#0.sca,UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,default,2,1000.0,35.0,0.035,1.1638119564286,,,,,,3.744,1.0,1.0,1.4381493866089,0.66537903758846,0.01853711071854,4.6674585590019,3744.0,1.0169957163294,0.4313743943969,0.16599841370633,1.6908327514973,35.0,0,0,472,939
UFRPLS-40veh-a03-e300-rep3-#0.sca,UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,default,3,1000.0,40.0,0.04,1.35302903285,,,,,,2.943,1.0,1.0,1.313183202887,0.38084751145374,0.22668161941655,2.9072500388465,2943.0,1.0847510435095,0.16877225751861,0.59354878658595,1.416581172114,40.0,16,16,737,385
UFRPLS-40veh-a03-e500-rep1-#0.sca,UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,default,1,1000.0,50.0,0.05,1.2369039609999999,,,,,,3.779,1.0,1.0,2.1239940171665,0.54668665658645,0.11189233330759,3.4656422605709,3779.0,1.3052733576534,0.52692329238717,0.58063936506962,3.0647334182677,50.0,30,30,678,465
UFRPLS-40veh-a03-e700-rep4-#0.sca,UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,default,4,1000.0,68.0,0.068,1.5054639594264998,,,,,,4.255,1.0,1.0,2.7673802927762,0.96421994083601,0.22195023581071,5.0818018230201,4255.0,1.3866338709907,0.7017734458198,0.22203234813926,3.2712612366531,68.0,25,25,772,235
UFRPLS-40veh-a03-e900-rep5-#0.sca,UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,default,5,1000.0,96.0,0.096,1.5199785580208,,,,,,4.624,1.0,1.0,2.8069893796099,1.2322875831362,0.090547531532124,5.5661843246068,4624.0,1.4520981998348,0.83281219900667,0.082638595527314,3.7936213156635,96.0,31,31,802,110
UFRPLS-40veh-a03-fast-e100-rep2-#0.sca,UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,default,2,1000.0,23.0,0.023,1.3083598045217,,,,,,5.999,1.0,1.0,1.756478218631,1.0741594536358,0.00052087951201685,6.4885106909051,5999.0,0.98284589784337,0.50804064496278,0.1545808286899,1.9045495338266,23.0,0,0,556,647
UFRPLS-40veh-a03-fast-e300-rep3-#0.sca,UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,default,3,1000.0,50.0,0.05,1.3607007959800002,,,,,,2.657,1.0,1.0,1.5873657680829,0.95010854555744,0.18617676710217,7.1788962756899,2657.0,1.1508433800633,0.21623463817303,0.64927550750256,1.7151617974767,50.0,41,41,733,333
