config,protocol,n,speed,alpha,position,avg_min_cs,min_cs_stddev,min_cs_min,min_cs_max,min_cs_count,avg_cs,cs_stddev,cs_min,cs_max,cs_count,delay_mean_s,total_hops,secure_ratio,eav_count,pkt_sent,pkt_recv,pdr,rep,file
UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,e300,2.5611307167846,0.46347473780442,1.2722640371678,3.2652151264098,65.0,2.9603132535194,0.76049007364159,0.30968716018621,6.0742471893253,4158.0,0.0014933422142769,4158,1.0,1,1000.0,65.0,0.065,3,UFRPLS-40veh-a05-e300-rep3-#0.sca
UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,e300,2.7103843760234,0.38741510043434,1.7895509861923,4.2081289808902,45.0,2.9913698129014,0.74429678289149,0.0052037754127241,6.6892182457432,3933.0,0.0012596730307556,3933,1.0,1,1000.0,45.0,0.045,3,UFRPLS-40veh-a05-fast-e300-rep3-#0.sca
UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,e300,5.6913710140683,1.1745043288474,2.7852167995309,7.110455854555,33.0,6.125089398961,1.2729554466455,0.07551757162328,8.577218162214,10238.0,0.00057847967578788,10238,1.0,1,1000.0,33.0,0.033,3,UFRPLS-40veh-a07-e300-rep3-#0.sca
UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,e300,5.9980548967776,0.87337099094519,3.5885678265915,7.7849235243368,28.0,6.1395158027358,1.4742118721567,0.022463153149225,10.925564979625,8713.0,0.00068783370035714,8713,1.0,1,1000.0,28.0,0.028,3,UFRPLS-40veh-a07-fast-e300-rep3-#0.sca
UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,e300,5.6385605487047,1.199219233247,3.3405861076683,7.8638104329051,40.0,6.5059613220609,1.9421203266929,0.36717356954194,12.645711632848,8632.0,0.0007335294221,8632,1.0,1,1000.0,40.0,0.04,3,UFRPLS-40veh-a09-e300-rep3-#0.sca
UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,e300,0.56246530298151,0.23213687856403,0.17822971826151,0.88614201590209,25.0,0.55307755224066,0.28836913342453,0.046271657643899,2.3094175205147,2462.0,0.00129892471012,2462,1.0,1,1000.0,25.0,0.025,3,UFRPLS-60veh-a01-e300-rep3-#0.sca
UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,e300,1.2009451466999,0.12064065638037,0.89876076261289,1.4120278922884,32.0,1.2731724330803,0.28565489282343,0.0092166636955398,2.4900479674585,2007.0,0.0011293050474375,2007,1.0,1,1000.0,32.0,0.032,3,UFRPLS-60veh-a03-e300-rep3-#0.sca
UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,e300,1.0347714721165,0.60567322425913,0.079532429153289,3.3806252092529,116.0,1.3624446506551,0.70185518563289,0.033255429220581,5.6712032156754,2141.0,0.0010240902830259,2141,1.0,1,1000.0,116.0,0.116,3,UFRPLS-60veh-a03-fast-e300-rep3-#0.sca
UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,e300,2.7059431544958,0.36262637217706,1.0334926291545,3.2386183581947,42.0,2.9164260959451,0.4139463188674,0.016808074104411,5.088267603708,2613.0,0.0014191726579762,2613,1.0,1,1000.0,42.0,0.042,3,UFRPLS-60veh-a05-e300-rep3-#0.sca
UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,e300,2.0956187415285,1.1835200044427,0.013439788680323,5.9903492829583,105.0,2.7357851873137,0.82644227571316,0.018616638318385,6.1303698962319,3856.0,0.00090262770295238,3856,1.0,1,1000.0,105.0,0.105,3,UFRPLS-60veh-a05-fast-e300-rep3-#0.sca
UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,e300,5.9576811587236,0.75476749699285,4.3947472593997,7.1608957177244,26.0,6.3711629352718,1.1366224021645,0.33939940337025,11.742230446271,9466.0,0.00061606095726923,9466,1.0,1,1000.0,26.0,0.026,3,UFRPLS-60veh-a07-e300-rep3-#0.sca
UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,e300,3.0069429546404,2.1535737918303,0.019099174962079,8.0479934145875,117.0,5.0234909940163,1.9851396065446,0.014960121619652,10.462118767555,5542.0,0.00087064308538461,5542,1.0,1,1000.0,117.0,0.117,3,UFRPLS-60veh-a07-fast-e300-rep3-#0.sca
UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,e300,5.8608740802255,0.83567655076924,4.2919125199864,7.0317680097712,32.0,7.6625578918306,2.1418711870888,0.31084622690447,12.75705311351,8236.0,0.00082759253671875,8236,1.0,1,1000.0,32.0,0.032,3,UFRPLS-60veh-a09-e300-rep3-#0.sca
UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,e300,0.38140819361211,0.17604422505611,0.052264160047216,0.80854562874789,29.0,0.54974478861924,0.46558700052662,0.022501708450708,4.0209074059396,1640.0,0.035999486967345,1640,1.0,1,1000.0,29.0,0.029,3,UFRPLS-80veh-a01-e300-rep3-#0.sca
UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,e300,1.100772613712,0.18607974906013,0.69133197014654,1.4852286804679,30.0,1.3646275082582,0.50196865703615,0.13080997377389,3.8693183455835,1874.0,0.0014916547909667,1874,1.0,1,1000.0,30.0,0.03,3,UFRPLS-80veh-a03-e300-rep3-#0.sca
UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,e300,1.1870030669383,0.25962832479575,0.013732921084127,2.1741661506713,364.0,1.2615273796059,0.23004513870471,0.1669365962226,5.2534780234868,1468.0,0.0032808191486703,1468,1.0,1,1000.0,364.0,0.364,3,UFRPLS-80veh-a03-fast-e300-rep3-#0.sca
UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,e300,2.6947654827267,0.37116464467518,1.5878544904695,3.427880839532,31.0,2.8825397336774,0.42235450609706,0.30320891050071,5.1062360718193,2815.0,0.099006466281516,2815,1.0,1,1000.0,31.0,0.031,3,UFRPLS-80veh-a05-e300-rep3-#0.sca
UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,e300,2.5160518716559,0.42919474039085,0.34984436552566,3.482692856716,258.0,2.851997334132,0.32060626712286,0.88593553581159,4.7635448113898,2418.0,0.005908711771186,2418,1.0,1,1000.0,258.0,0.258,3,UFRPLS-80veh-a05-fast-e300-rep3-#0.sca
UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,e300,5.7416355314616,0.95952859376908,3.9513076075786,7.1987046120462,15.0,5.9063670150684,1.2693802511604,0.36684398468596,10.080851988347,6486.0,0.00079002187613333,6486,1.0,1,1000.0,15.0,0.015,3,UFRPLS-80veh-a07-e300-rep3-#0.sca
UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,e300,3.9088033809592,1.5861298314929,0.091502156587467,6.1087157195971,52.0,6.4165473064952,0.97293580029925,0.091502156587467,9.0019291869326,4678.0,0.0019288127374231,4678,1.0,1,1000.0,52.0,0.052,3,UFRPLS-80veh-a07-fast-e300-rep3-#0.sca
UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,e300,5.5523206428875,0.86402179667969,3.9925492089453,7.3455668601752,30.0,6.5975370165603,2.1332440035248,0.066071147170639,12.221534558777,5190.0,0.00090077790413333,5190,1.0,1,1000.0,30.0,0.03,3,UFRPLS-80veh-a09-e300-rep3-#0.sca
