protocol,n,alpha,speed,avg_min_cs_mean,avg_min_cs_std,avg_min_cs_stddev_mean,avg_min_cs_stddev_std,avg_min_cs_min_mean,avg_min_cs_max_mean,avg_min_cs_count_mean,avg_cs_mean,avg_cs_std,avg_cs_stddev_mean,avg_cs_stddev_std,avg_cs_min_mean,avg_cs_max_mean,avg_cs_count_mean,delay_mean_s,delay_std_s,hops_mean,hops_std,secure_ratio_mean,secure_ratio_std,pdr_mean,pdr_std,pkt_recv_mean,count,cs_pos_max_val,cs_pos_max_tag,cs_pos_min_val,cs_pos_min_tag,delay_pos_max_val,delay_pos_max_tag,delay_pos_min_val,delay_pos_min_tag,pdr_pos_max_val,pdr_pos_max_tag,pdr_pos_min_val,pdr_pos_min_tag
GPSRCS,20,-1.0,fast,1.17139769587932,0.5926813494407067,1.695138361071758,0.5460472485566239,0.0,8.14040155162844,845.6,3.207493610887166,1.4439059708826756,2.6973278772021,0.5282106917597624,0.0,13.6570993234876,1238.0,0.00147773225262264,3.213335449259286e-05,1238.0,38.26225293941798,0.7787336900273519,0.24632126495588325,0.8455999999999999,0.019060430215501467,845.6,5,1.6680847910645,e700,0.2208269259359,e100,0.0015094749623161,e100,0.0014296998313269,e500,0.875,e900,0.829,e500
GPSRCS,20,-1.0,slow,1.20703526384322,0.006824588046720778,2.01397478998772,0.00433566507798949,0.0,8.88562205740878,931.6,2.7212356534240603,0.06853366212715238,1.87797340113584,0.042453692136916764,0.0,8.88562205740878,1114.2,0.00147216343365456,0.00047835034428173127,1114.2,32.17452408350433,0.867895717118512,0.005969840137625029,0.9316000000000001,0.007162401831787972,931.6,5,1.214600030218,e500,1.1995833554874,e900,0.0023274158553042,e900,0.0012356466919415,e500,0.94,e700,0.923,e500
GPSRCS,40,-1.0,fast,1.6261842108324422,1.8522249732460825,1.936058401792056,1.201118532459859,0.0,9.43390218504264,908.8,2.282783706011842,1.9819958456359639,1.816792874557234,1.1688238687942551,0.0,9.90833160060722,1009.8,0.002836453536919762,0.002428642237495643,1009.8,21.358838919754056,0.6428061404244619,0.36570838384640914,0.9088,0.043780132480384315,908.8,5,4.7949556052486,e900,0.065373243801161,e100,0.0069028111261317,e700,0.00045017155772921,e900,0.986,e900,0.881,e700
GPSRCS,40,-1.0,slow,0.86242242543467,0.5326912481124091,1.362314796743862,0.49090186200736535,0.0,7.171329746428659,980.4,1.93663500145923,1.2006670680515896,1.313820415824432,0.4837558792710291,0.0,7.171329746428659,1000.0,0.0023028576707722,0.002664243161977215,1000.0,0.0,0.706,0.36079564853251767,0.9804,0.0059833101206606485,980.4,5,1.4681583274045,e900,0.10414564032741,e100,0.0070686714389917,e300,0.0010887426313377,e500,0.987,e100,0.971,e300
GPSRCS,60,-1.0,fast,2.724786826378852,1.7896762468560041,2.57033184231746,1.0397356621067178,0.0,11.81027333960604,956.6,2.8372613260820536,1.9015739260111522,2.43565704419688,0.9330459954020407,0.0,11.81027333960604,1000.0,0.00156326040005389,0.0016315494018072066,1000.0,0.0,0.6856,0.31253607791741417,0.9565999999999999,0.024885738887965546,956.6,5,4.289475298751,e900,0.43842892990936,e300,0.0040472270362407,e900,0.000239510473476,e500,1.0,e500,0.939,e900
GPSRCS,60,-1.0,slow,0.684281099044284,0.44985959420903465,1.1460720129520339,0.7519615123051085,0.0,5.83410836063336,957.6,1.6988692652793713,1.2159798287970665,1.233257549423238,0.629191215069297,0.0,6.0640659573588795,1000.0,0.006568585562801541,0.0033422572149711498,1000.0,0.0,0.6662,0.3699306691800505,0.9576,0.006426507605223865,957.6,5,1.112989169858,e500,0.01363679698843,e100,0.011517029391665,e500,0.003435550648761,e100,0.964,e500,0.947,e700
GPSRCS,80,-1.0,fast,2.3912593480686137,1.7880255405921284,1.7467833196107918,1.136578955493443,0.0,9.2296879650634,957.4,2.472323701914672,1.8362127990430614,1.6552790678661542,1.031838736198688,0.0,9.2296879650634,1000.0,0.001651572747090578,0.0017570942204003053,1000.0,0.0,0.7253999999999999,0.38159572848762335,0.9574,0.04216989447461303,957.4,5,4.6380126194219,e500,0.092922488402868,e100,0.0037529666864719,e900,0.000236399983072,e500,1.0,e300,0.907,e900
GPSRCS,80,-1.0,slow,0.8725483597204959,0.5724422643698099,1.36705669405299,0.5494253028765466,0.0,7.25341380467826,963.4,1.646722146267352,1.279510233870212,1.309400232301326,0.4754319202513175,0.0,7.25341380467826,1000.0,0.00678618098194018,0.005963304204567485,1000.0,0.0,0.5888,0.37517289347712746,0.9634,0.003847076812334245,963.4,5,1.3714057622813,e500,0.13030936569782,e100,0.016874880737299,e500,0.0014809196555618,e900,0.968,e100,0.958,e700
GPSRCS,100,-1.0,fast,1.297078055535208,1.1802675552391773,1.4791827342500379,0.912052273752147,0.0,7.69714838979956,892.8,2.096225411003485,1.254269838041519,1.4674744354978961,0.8210806355656951,0.0,7.69714838979956,1000.0,0.0037638372738326696,0.00383164698234054,1000.0,0.0,0.6794,0.37186597047861203,0.8928,0.05563901508833528,892.8,5,2.9904995580318,e500,0.0237209016688,e100,0.010030239955162,e100,0.00045998812462525,e500,0.99,e500,0.853,e700
GPSRCS,100,-1.0,slow,0.8022082389398617,0.5397104277555953,1.347062636484898,0.6991867102864955,0.0,6.61582935730078,965.4,1.5289597109938657,1.1925833040888516,1.2644675314481781,0.6364924697042273,0.0,6.61582935730078,1000.0,0.00999071702465762,0.002650214626590463,1000.0,0.0,0.5906,0.3650209583023966,0.9654,0.005549774770204655,965.4,5,1.2297908459481,e500,0.020900211247919,e100,0.013708626348505,e700,0.0072684729177623,e300,0.971,e100,0.959,e300
UFRPLS,20,0.1,slow,1.2064588891883399,0.08026656031762447,0.851083286062156,0.03605999239138132,0.11344035003297721,2.7477054585391003,54.0,2.3898961452161402,0.017244082271160602,0.657196228461386,0.01619718108924696,0.020838991965953037,5.56527119686664,6787.2,0.001132359103077798,0.00013078787902894666,6787.2,99.06159699903895,1.0,0.0,0.054000000000000006,0.0051478150704935,54.0,5,1.3131757122305,e100,1.0883504807096,e900,0.0013065866310962,e100,0.00094845895503509,e700,0.059,e300,0.046,e500
UFRPLS,20,0.3,fast,1.7547148970042,0.5339174108958706,0.7390888909953259,0.21441374928052695,0.2193381225104714,3.2897591955974397,73.6,2.49411887384748,0.7348402506133441,1.147075755761982,0.23611099453128387,0.08596274307053497,7.59426645156732,4293.0,0.0009640140860022479,0.00016833336696773151,4293.0,507.39777295530183,1.0,0.0,0.0736,0.01791089054179049,73.6,5,2.3460452348766,e700,1.1884937561925,e100,0.001187603708898,e100,0.000816971453,e500,0.099,e300,0.049,e100
UFRPLS,20,0.3,slow,1.3680760104243401,0.08541954249464208,0.599522932750702,0.032730533401956544,0.09560590084959739,2.72384219437218,83.4,2.24717444914172,0.027115933030578344,0.690383883000098,0.030941122907103324,0.0665448845755348,5.35773408853956,3685.2,0.0010985647387649678,8.6011622880729e-05,3685.2,91.29183972294562,1.0,0.0,0.0834,0.007197221686178629,83.4,5,1.4434893259054,e100,1.2241503905273,e700,0.0012081468576806,e900,0.00099693583760714,e100,0.09,e300,0.072,e900
UFRPLS,20,0.5,fast,2.63550235854408,0.3367169014730271,0.686607764943812,0.24133162983767642,0.45987663143921165,4.30331546353794,75.6,3.21252969976672,0.388277070097182,1.081920531818752,0.15243827339183771,0.0482991015439056,8.66019306585614,5104.4,0.0008968482830345878,0.0001235075267353996,5104.4,757.6590922044031,1.0,0.0,0.0756,0.02535350074447314,75.6,5,2.9930493107265,e700,2.0900400430377,e100,0.0010762292707193,e700,0.0007454482154079,e300,0.107,e500,0.045,e100
UFRPLS,20,0.5,slow,2.5798399259614,0.022873904440741548,0.5007819989372739,0.05187327809615716,0.4445304097637554,3.59262391921674,102.4,2.8283656101136,0.029635677520030167,0.665981460826532,0.014282696602945578,0.08417060507346939,5.45740720594182,4121.8,0.00123865772555016,7.422946775517412e-05,4121.8,84.91878472988174,1.0,0.0,0.1024,0.009528903399657283,102.4,5,2.6075689256584,e700,2.553550864008,e100,0.0013177459995275,e900,0.0011333663775688,e300,0.11,e100,0.091,e900
UFRPLS,20,0.7,fast,5.60169718003098,1.3370045771902452,1.19479789554889,0.4327655372594504,2.936711933812754,7.788718061634401,49.2,5.935652347993161,0.650708723137626,1.8369748335654001,0.21085016666437426,0.08346433209612239,11.9577500908938,8853.2,0.000591021563677066,0.000160109001821453,8853.2,895.461166103813,1.0,0.0,0.0492,0.017739785793520733,49.2,5,6.3766711242647,e700,3.218528687639,e100,0.0008624503619,e100,0.00046297656782979,e300,0.066,e500,0.02,e100
UFRPLS,20,0.7,slow,6.68403733601348,0.08248874643083987,1.1905904061466799,0.04681000140617446,3.7840652639275603,8.59497329127684,62.6,6.22877827856764,0.029535278129748568,1.68866038703414,0.03362060702729127,0.047887154135918195,9.24061777020012,8859.0,0.000361343464463356,6.533263054363838e-05,8859.0,142.772546380598,1.0,0.0,0.0626,0.0011401754250991373,62.6,5,6.7880665291167,e700,6.5580886395209,e100,0.00047499306438095,e300,0.00031328299856452,e500,0.064,e900,0.061,e700
UFRPLS,20,0.9,slow,6.8386394791185,0.048893871691844115,1.13940510237606,0.0732906518218835,4.5427589685314995,8.608224159094181,46.0,7.10396127180142,0.024535554506120844,2.4326625150064602,0.023611735928264394,0.030283779599294403,14.1690546411144,9777.8,0.000320693406481662,0.00010290114045377461,9777.8,46.47257255629366,1.0,0.0,0.046,0.0023452078799117175,46.0,5,6.8846659682169,e900,6.7560074045832,e300,0.00049332155748889,e500,0.00024979581470455,e900,0.05,e300,0.044,e900
UFRPLS,40,0.1,slow,0.8978462916711439,0.2817309910036495,0.780005333733638,0.36063968089422455,0.04515025031250687,2.6447417467006002,53.0,1.9547047156070398,0.8302580750083131,0.8613113459889661,0.3795708311841078,0.024265725038340874,4.27766848637056,3917.6,0.00145441468919934,0.0003967271518643324,3917.6,510.1022446529715,1.0,0.0,0.053000000000000005,0.03291656118126558,53.0,5,1.2207893821214,e700,0.59655443334169,e300,0.002105061242375,e500,0.0011593074792685,e900,0.108,e900,0.024,e500
UFRPLS,40,0.3,fast,1.565431076524894,0.681354805936974,0.72337485007744,0.4839330000615188,0.39739330973000603,3.05536059887932,53.8,2.30884613601978,0.6569486344375794,0.987846949499108,0.19952041499585071,0.11126802081392136,7.4594966359995,3930.4,0.00138358010656112,0.00016283880210745175,3930.4,1257.7224654111892,1.0,0.0,0.0538,0.04648333034540448,53.8,5,2.7142365686251,e900,0.98284589784337,e100,0.0016658461343333,e700,0.0012511756854222,e900,0.135,e900,0.023,e100
UFRPLS,40,0.3,slow,1.24915043766356,0.18984351858430795,0.53233111782583,0.25563456933334927,0.3289715018056948,2.64740597883912,57.8,2.0899392558097,0.7075356819136485,0.757884145920172,0.3402026160261101,0.1339217661571028,4.33766740120924,3869.0,0.0013558374935451801,0.00015839606044610617,3869.0,632.4994071143467,1.0,0.0,0.057800000000000004,0.024803225596683992,57.8,5,1.4520981998348,e900,1.0169957163294,e100,0.0015199785580208,e900,0.0011638119564286,e100,0.096,e900,0.035,e100
UFRPLS,40,0.5,fast,2.65655159409848,0.42088147648509633,0.558636125697214,0.35552203141888794,1.0811603576187916,4.17226684738946,63.2,3.0835200679152,0.30742994279304364,0.862408462688516,0.2689053604415822,0.10514391197518642,7.4979915985083405,4329.4,0.01610848988780398,0.033085986568734065,4329.4,1640.002225608246,1.0,0.0,0.06319999999999999,0.0464133601455443,63.2,5,3.0902141854852,e900,1.955129971533,e100,0.075291944910647,e500,0.00092332151144,e100,0.144,e900,0.025,e100
UFRPLS,40,0.5,slow,2.53287099995394,0.22957258648685433,0.551826770304766,0.29432828186750787,0.832035142220442,3.47764437660602,69.2,2.95477199539602,0.3309791167205543,0.736438905168834,0.16822016681135998,0.12969293808208313,5.49832566827296,4484.2,0.004701153658293004,0.0067244012896540495,4484.2,1368.8987179481176,1.0,0.0,0.0692,0.02126499470961608,69.2,5,2.7258731071058,e500,2.1413163964446,e100,0.016666499357373,e500,0.00067266348862162,e100,0.09,e700,0.037,e100
UFRPLS,40,0.7,fast,5.64170162512344,1.3617456055278672,1.000417000751192,0.5818534468707836,2.93279348767271,7.356324934917259,59.0,5.74224508380608,1.2174538127735228,1.4367228725133798,0.406044576357442,0.0894925657773174,10.210611814087839,6732.6,0.0009782336402246162,0.000175571966159213,6732.6,1184.4155942911257,1.0,0.0,0.059,0.06459489143887463,59.0,5,6.5381702889173,e500,3.2323252376732,e100,0.0011187591777429,e500,0.00068783370035714,e300,0.174,e900,0.021,e100
UFRPLS,40,0.7,slow,4.94571500823792,1.4987545828216677,1.3225532282805599,0.17844492757074318,1.5796192903963138,6.8906244647034,34.4,5.5964652634867,1.3487387425648971,1.3993922442639999,0.15237110498528997,0.08757713337512084,8.86776210685036,7723.4,0.00087429857920839,0.00021164917250477192,7723.4,1423.0436746635714,1.0,0.0,0.0344,0.008018728078691783,34.4,5,5.9609406030148,e500,2.3030625231342,e100,0.00117137076975,e900,0.00057847967578788,e300,0.046,e700,0.024,e100
UFRPLS,40,0.9,slow,5.010258408891461,1.487773494780293,1.6009366234318,0.37130324277542864,1.121044976295996,7.500848758576299,34.4,6.7865968641498196,2.1455172268363922,2.16130205278906,0.42969161625103885,0.14316071027419558,13.3173808841757,8120.2,0.000673810499819142,0.00011737209955108852,8120.2,529.2373758532177,1.0,0.0,0.0344,0.006804410334481599,34.4,5,5.8097238397929,e500,2.3559576222826,e100,0.00081584884737037,e100,0.00050122552163333,e900,0.043,e700,0.027,e100
