config,protocol,n,speed,alpha,position,avg_min_cs,min_cs_stddev,min_cs_min,min_cs_max,min_cs_count,avg_cs,cs_stddev,cs_min,cs_max,cs_count,delay_mean_s,total_hops,secure_ratio,eav_count,pkt_sent,pkt_recv,pdr,rep,file
UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,e500,1.3052733576534,0.52692329238717,0.58063936506962,3.0647334182677,50.0,2.1239940171665,0.54668665658645,0.11189233330759,3.4656422605709,3779.0,0.001236903961,3779,1.0,1,1000.0,50.0,0.05,1,UFRPLS-40veh-a03-e500-rep1-#0.sca
UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,e500,1.4046478513237,0.61311671043897,0.29753892677206,2.5100834305417,31.0,2.2690574294729,0.68797006657035,0.23917009157789,6.5371597457661,3793.0,0.0013318181125484,3793,1.0,1,1000.0,31.0,0.031,1,UFRPLS-40veh-a03-fast-e500-rep1-#0.sca
UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,e500,2.7258731071058,0.2325337454537,1.9460472753038,3.2584991697175,67.0,2.8688845014417,0.52568993231816,0.17474485447678,5.111935963069,3225.0,0.016666499357373,3225,1.0,1,1000.0,67.0,0.067,1,UFRPLS-40veh-a05-e500-rep1-#0.sca
UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,e500,2.7265745999331,0.22646312909458,2.123541676004,3.2762901502425,51.0,2.9190514597136,0.7053837177919,0.31802692649816,7.2545369260074,3241.0,0.075291944910647,3241,1.0,1,1000.0,51.0,0.051,1,UFRPLS-40veh-a05-fast-e500-rep1-#0.sca
UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,e500,5.9609406030148,1.1792421395204,2.4775602298615,7.5438963024513,37.0,6.2891614837727,1.2642476069661,0.23958933372022,8.3966524927927,7064.0,0.00083625017091892,7064,1.0,1,1000.0,37.0,0.037,1,UFRPLS-40veh-a07-e500-rep1-#0.sca
UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,e500,6.5381702889173,0.39427693200622,5.6273371067964,7.2607282676393,35.0,6.3721909492146,1.2421004061648,0.070746038701742,9.8580099876538,6401.0,0.0011187591777429,6401,1.0,1,1000.0,35.0,0.035,1,UFRPLS-40veh-a07-fast-e500-rep1-#0.sca
UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,e500,5.8097238397929,2.0199389862467,0.47775027866026,8.5730863966145,32.0,7.667772544605,2.1671330771608,0.16560986356301,14.1883006512,7914.0,0.00063521902996875,7914,1.0,1,1000.0,32.0,0.032,1,UFRPLS-40veh-a09-e500-rep1-#0.sca
UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,e500,1.219613433843,0.94292644285612,0.07067200194227,2.4431745846059,32.0,1.9672579731751,0.75445985562248,0.052135428038916,5.9471440761684,3037.0,0.001508497117125,3037,1.0,1,1000.0,32.0,0.032,1,UFRPLS-60veh-a01-e500-rep1-#0.sca
UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,e500,1.5366614276282,0.54919523882915,0.76952348621479,2.6140974441386,32.0,2.0672487929121,0.67286520802113,0.14069347719063,5.5703492573098,3080.0,0.0019879364418125,3080,1.0,1,1000.0,32.0,0.032,1,UFRPLS-60veh-a03-e500-rep1-#0.sca
UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,e500,1.3444157532985,0.47187745300851,0.028265941666803,2.6227997213357,107.0,1.7092863570594,0.5392327331363,0.41723100565967,4.8596993489489,2318.0,0.0016485226558879,2318,1.0,1,1000.0,107.0,0.107,1,UFRPLS-60veh-a03-fast-e500-rep1-#0.sca
UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,e500,2.6896965792104,0.41616462653824,0.62930009076087,3.3241054634893,69.0,2.8445468315948,0.71509843692568,0.37220457158892,6.5772038744733,2280.0,0.016899428392087,2280,1.0,1,1000.0,69.0,0.069,1,UFRPLS-60veh-a05-e500-rep1-#0.sca
UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,e500,2.7357306627448,0.26798435095802,1.2133576390043,3.3896587358467,223.0,2.8987969723525,0.44129335457916,0.22348740895646,6.3863049596625,2272.0,0.0015883730426009,2272,1.0,1,1000.0,223.0,0.223,1,UFRPLS-60veh-a05-fast-e500-rep1-#0.sca
UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,e500,6.5548333713456,0.47627294417365,5.6216147921695,7.7075601319215,29.0,6.4157441194621,1.1878016504402,0.33118288931729,10.176350629628,6238.0,0.00063925859765517,6238,1.0,1,1000.0,29.0,0.029,1,UFRPLS-60veh-a07-e500-rep1-#0.sca
UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,e500,5.9521462779744,1.231711083279,0.14015707132502,7.5191868567601,210.0,6.5704393911638,0.95271572831769,0.48568998382046,9.3246656361619,4896.0,0.0011017865742143,4896,1.0,1,1000.0,210.0,0.21,1,UFRPLS-60veh-a07-fast-e500-rep1-#0.sca
UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,e500,7.8444827860961,0.66479534968445,6.6088716906471,8.7345545201471,30.0,8.8335462888235,2.5412712688592,0.044692663786947,14.129969269597,8418.0,0.0006620590382,8418,1.0,1,1000.0,30.0,0.03,1,UFRPLS-60veh-a09-e500-rep1-#0.sca
UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,e500,0.97393302572817,0.74963359471344,0.1905579018961,2.2926634221696,24.0,2.0841913184502,0.74157815301326,0.019685602535674,4.6804966158252,3220.0,0.043625588149958,3220,1.0,1,1000.0,24.0,0.024,1,UFRPLS-80veh-a01-e500-rep1-#0.sca
UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,e500,1.4669625810211,0.73022916170742,0.0062141009648968,2.6083278256365,32.0,2.0591645576354,0.69436690160938,0.11815886813067,5.930520209024,2625.0,0.033746002458281,2625,1.0,1,1000.0,32.0,0.032,1,UFRPLS-80veh-a03-e500-rep1-#0.sca
UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,e500,1.1942452058539,0.27467775675413,0.61945955320789,2.1207675636377,63.0,1.8946851526605,0.49910379592986,0.15494411055993,3.1672456672149,2077.0,0.022446317529857,2077,1.0,1,1000.0,63.0,0.063,1,UFRPLS-80veh-a03-fast-e500-rep1-#0.sca
UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,e500,2.7046737120818,0.26173640214808,1.4839444235288,3.1172082828802,46.0,2.800399480979,0.45564284009587,0.073575038488755,5.8160038307813,2181.0,0.024876394343391,2181,1.0,1,1000.0,46.0,0.046,1,UFRPLS-80veh-a05-e500-rep1-#0.sca
UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,e500,2.7628518778748,0.20459645726774,1.7760010435501,3.0920432931613,83.0,2.8479573870263,0.33468488395495,0.56584399937327,4.9786635915692,1957.0,0.0018531265747229,1957,1.0,1,1000.0,83.0,0.083,1,UFRPLS-80veh-a05-fast-e500-rep1-#0.sca
UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,e500,6.6587331282475,0.39898374967636,5.7936611116146,7.7760395810735,22.0,6.2861762695379,1.240715487786,0.082130299845716,8.7123153308728,5690.0,0.0012674750295,5690,1.0,1,1000.0,22.0,0.022,1,UFRPLS-80veh-a07-e500-rep1-#0.sca
UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,e500,6.4497355769419,0.80882622503222,0.12223233076084,7.8812722023636,178.0,6.6196677158583,0.82518215607433,0.11521422482267,9.1341059895736,3957.0,0.0012971038056404,3957,1.0,1,1000.0,178.0,0.178,1,UFRPLS-80veh-a07-fast-e500-rep1-#0.sca
UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,e500,8.3798557468149,0.46205072757059,7.3244781626034,9.151948488231,25.0,9.3076421736667,2.6748652737644,0.038055936468183,14.458114939029,8801.0,0.00081563383612,8801,1.0,1,1000.0,25.0,0.025,1,UFRPLS-80veh-a09-e500-rep1-#0.sca
