config,protocol,n,speed,alpha,position,avg_min_cs,min_cs_stddev,min_cs_min,min_cs_max,min_cs_count,avg_cs,cs_stddev,cs_min,cs_max,cs_count,delay_mean_s,total_hops,secure_ratio,eav_count,pkt_sent,pkt_recv,pdr,rep,file
UFRPLS-100veh-a01,UFRPLS,100,slow,0.1,e100,0.37410611648618,0.24672997056516,0.086183738948421,1.081345778523,19.0,1.1112839552511,1.208108177627,0.0049872263744604,6.7083506862777,2999.0,0.055329442378895,2999,1.0,1,1000.0,19.0,0.019,2,UFRPLS-100veh-a01-e100-rep2-#0.sca
UFRPLS-100veh-a03,UFRPLS,100,slow,0.3,e100,1.0874288387577,0.45858804102106,0.28621715548064,1.850213188364,16.0,1.4600044646309,1.003005001603,0.0025446876756092,5.4806969394093,4040.0,0.001404560125875,4040,1.0,1,1000.0,16.0,0.016,2,UFRPLS-100veh-a03-e100-rep2-#0.sca
UFRPLS-100veh-a03-fast,UFRPLS,100,fast,0.3,e100,1.1357627884221,0.30328730840943,0.54030228644517,1.7507462534327,19.0,1.2667667809148,0.66153595772088,0.0083624334893315,5.6377459366106,2583.0,0.0012154493890526,2583,1.0,1,1000.0,19.0,0.019,2,UFRPLS-100veh-a03-fast-e100-rep2-#0.sca
UFRPLS-100veh-a05,UFRPLS,100,slow,0.5,e100,1.764146603619,0.85821779669545,0.057296457109594,2.9632416243797,14.0,2.3562870084434,1.2347523875023,0.012329268235355,7.4110342382198,5518.0,0.00075991781978571,5518,1.0,1,1000.0,14.0,0.014,2,UFRPLS-100veh-a05-e100-rep2-#0.sca
UFRPLS-100veh-a05-fast,UFRPLS,100,fast,0.5,e100,2.0131094180621,1.0372865862126,0.054824401581634,3.2069360143705,10.0,2.2787716196683,1.0316225891094,0.0033433693026907,5.521386488108,4009.0,0.0011119055726,4009,1.0,1,1000.0,10.0,0.01,2,UFRPLS-100veh-a05-fast-e100-rep2-#0.sca
UFRPLS-100veh-a07,UFRPLS,100,slow,0.7,e100,1.4393164252452,1.6164543467046,0.29072271004735,4.6346657945619,6.0,2.9777637442958,1.6685065657101,0.013897797364159,7.6293735348345,7009.0,0.0014510248416667,7009,1.0,1,1000.0,6.0,0.006,2,UFRPLS-100veh-a07-e100-rep2-#0.sca
UFRPLS-100veh-a07-fast,UFRPLS,100,fast,0.7,e100,1.3611305910792,1.1172708124939,0.26241804444049,3.3372299259422,7.0,3.3127307682426,1.7511563296028,0.0091782881777434,8.5319858484887,4016.0,0.0012034235545714,4016,1.0,1,1000.0,7.0,0.007,2,UFRPLS-100veh-a07-fast-e100-rep2-#0.sca
UFRPLS-100veh-a09,UFRPLS,100,slow,0.9,e100,1.882737415577,1.218678453895,0.20364042513886,4.203900055884,12.0,2.8787530962714,1.614393197385,0.0036834427999253,7.6621793307694,6933.0,0.0011215322285833,6933,1.0,1,1000.0,12.0,0.012,2,UFRPLS-100veh-a09-e100-rep2-#0.sca
UFRPLS-20veh-a01,UFRPLS,20,slow,0.1,e100,1.3131757122305,0.87423584197393,0.15638467298547,2.6161184171985,52.0,2.3632687384793,0.66935494880056,0.016909619949423,5.27257304022,6796.0,0.0013065866310962,6796,1.0,1,1000.0,52.0,0.052,2,UFRPLS-20veh-a01-e100-rep2-#0.sca
UFRPLS-20veh-a03,UFRPLS,20,slow,0.3,e100,1.4434893259054,0.63255221729249,0.054379548825416,2.8168733307588,84.0,2.2471464358603,0.67743895123597,0.020656840196757,5.2710174817859,3831.0,0.00099693583760714,3831,1.0,1,1000.0,84.0,0.084,2,UFRPLS-20veh-a03-e100-rep2-#0.sca
UFRPLS-20veh-a03-fast,UFRPLS,20,fast,0.3,e100,1.1884937561925,0.67084876098017,0.060891111985626,3.0112910846429,49.0,1.8983602421062,1.2228224886824,0.013500538265461,7.4923471770215,3993.0,0.001187603708898,3993,1.0,1,1000.0,49.0,0.049,2,UFRPLS-20veh-a03-fast-e100-rep2-#0.sca
UFRPLS-20veh-a05,UFRPLS,20,slow,0.5,e100,2.553550864008,0.48642446100848,0.66062886524335,3.7159536590988,110.0,2.8717765766596,0.65393142408807,0.19510449371639,5.455968693844,4011.0,0.0011934829552545,4011,1.0,1,1000.0,110.0,0.11,2,UFRPLS-20veh-a05-e100-rep2-#0.sca
UFRPLS-20veh-a05-fast,UFRPLS,20,fast,0.5,e100,2.0900400430377,1.1012019183961,0.029976105168608,4.096008803565,45.0,2.680430820694,1.0180980710024,0.017532307931887,8.2685756598916,6120.0,0.00085077687153333,6120,1.0,1,1000.0,45.0,0.045,2,UFRPLS-20veh-a05-fast-e100-rep2-#0.sca
UFRPLS-20veh-a07,UFRPLS,20,slow,0.7,e100,6.5580886395209,1.1595297289895,4.5985941462608,8.5771164939513,63.0,6.2500010093166,1.7006417276585,0.050063008964344,9.4177530267725,8869.0,0.00035600089071429,8869,1.0,1,1000.0,63.0,0.063,2,UFRPLS-20veh-a07-e100-rep2-#0.sca
UFRPLS-20veh-a07-fast,UFRPLS,20,fast,0.7,e100,3.218528687639,1.9474005237752,0.07840465446467,6.2807008818308,20.0,4.8002744970941,2.2100954446896,0.022866380989896,10.624265779759,8900.0,0.0008624503619,8900,1.0,1,1000.0,20.0,0.02,2,UFRPLS-20veh-a07-fast-e100-rep2-#0.sca
UFRPLS-20veh-a09,UFRPLS,20,slow,0.9,e100,6.8417643941801,1.1486134093107,4.4166100443582,8.5848919818542,45.0,7.0834359219447,2.4395695235008,0.070352582311124,14.173769044211,9840.0,0.00025122702704444,9840,1.0,1,1000.0,45.0,0.045,2,UFRPLS-20veh-a09-e100-rep2-#0.sca
UFRPLS-40veh-a01,UFRPLS,40,slow,0.1,e100,0.63234830848994,0.4557234446596,0.10637131804551,1.7100814784755,37.0,1.1822519245461,0.8321699763753,0.010578021393563,4.551313656835,3279.0,0.0015602406587297,3279,1.0,1,1000.0,37.0,0.037,2,UFRPLS-40veh-a01-e100-rep2-#0.sca
UFRPLS-40veh-a03,UFRPLS,40,slow,0.3,e100,1.0169957163294,0.4313743943969,0.16599841370633,1.6908327514973,35.0,1.4381493866089,0.66537903758846,0.01853711071854,4.6674585590019,3744.0,0.0011638119564286,3744,1.0,1,1000.0,35.0,0.035,2,UFRPLS-40veh-a03-e100-rep2-#0.sca
UFRPLS-40veh-a03-fast,UFRPLS,40,fast,0.3,e100,0.98284589784337,0.50804064496278,0.1545808286899,1.9045495338266,23.0,1.756478218631,1.0741594536358,0.00052087951201685,6.4885106909051,5999.0,0.0013083598045217,5999,1.0,1,1000.0,23.0,0.023,2,UFRPLS-40veh-a03-fast-e100-rep2-#0.sca
UFRPLS-40veh-a05,UFRPLS,40,slow,0.5,e100,2.1413163964446,0.97172130106369,0.10257172706193,3.6754369025708,37.0,2.4708215203152,0.91925448432716,0.0010242764654436,5.2256787381935,6829.0,0.00067266348862162,6829,1.0,1,1000.0,37.0,0.037,2,UFRPLS-40veh-a05-e100-rep2-#0.sca
UFRPLS-40veh-a05-fast,UFRPLS,40,fast,0.5,e100,1.955129971533,0.91143638216366,0.13823703710165,4.2113535949866,25.0,2.7871470314327,1.3153090528323,0.039130281490735,7.338016309993,7216.0,0.00092332151144,7216,1.0,1,1000.0,25.0,0.025,2,UFRPLS-40veh-a05-fast-e100-rep2-#0.sca
UFRPLS-40veh-a07,UFRPLS,40,slow,0.7,e100,2.3030625231342,1.2596457975161,0.49003023350988,4.6249670180828,24.0,3.1891601563503,1.5775154060476,0.021124503343174,9.2648729465535,7341.0,0.00086723875354167,7341,1.0,1,1000.0,24.0,0.024,2,UFRPLS-40veh-a07-e100-rep2-#0.sca
UFRPLS-40veh-a07-fast,UFRPLS,40,fast,0.7,e100,3.2323252376732,1.804401904762,0.31584153257401,5.9413189306085,21.0,3.5714442167929,2.1224512932296,0.0172918918569,9.8460262305637,6716.0,0.0010202258961429,6716,1.0,1,1000.0,21.0,0.021,2,UFRPLS-40veh-a07-fast-e100-rep2-#0.sca
UFRPLS-40veh-a09,UFRPLS,40,slow,0.9,e100,2.3559576222826,1.2238385162562,0.49003023350988,4.6249670180828,27.0,3.1819345034625,1.5842259252205,0.033417901708397,9.2648729465535,7322.0,0.00081584884737037,7322,1.0,1,1000.0,27.0,0.027,2,UFRPLS-40veh-a09-e100-rep2-#0.sca
UFRPLS-60veh-a01,UFRPLS,60,slow,0.1,e100,0.55582646827275,0.50567230012743,0.041814775738715,1.8910439667994,17.0,0.98049153783229,0.91592273612822,0.0022068040354242,6.08205842764,2523.0,0.00097741675741176,2523,1.0,1,1000.0,17.0,0.017,2,UFRPLS-60veh-a01-e100-rep2-#0.sca
UFRPLS-60veh-a03,UFRPLS,60,slow,0.3,e100,0.95641991404498,0.48983419581326,0.075305910011686,1.6244114679865,16.0,1.2431311524809,0.83621044480135,0.0011040194148961,5.3879832394021,3204.0,0.000523462988875,3204,1.0,1,1000.0,16.0,0.016,2,UFRPLS-60veh-a03-e100-rep2-#0.sca
UFRPLS-60veh-a03-fast,UFRPLS,60,fast,0.3,e100,1.0781615543567,0.31758866476546,0.16225057319304,1.8011758937027,80.0,1.5808779079381,1.0182561303707,0.032153577592766,6.8587237815213,3557.0,0.001174121842425,3557,1.0,1,1000.0,80.0,0.08,2,UFRPLS-60veh-a03-fast-e100-rep2-#0.sca
UFRPLS-60veh-a05,UFRPLS,60,slow,0.5,e100,1.0592309144847,0.61941873889048,0.23992330916348,2.0669776594199,12.0,1.6263861192976,1.008051519314,2.0777855120002e-05,5.5262618942141,4961.0,0.00061480591608333,4961,1.0,1,1000.0,12.0,0.012,2,UFRPLS-60veh-a05-e100-rep2-#0.sca
UFRPLS-60veh-a05-fast,UFRPLS,60,fast,0.5,e100,2.5438592026923,0.70424448716305,0.31903785370314,5.2375698577084,119.0,2.831285717261,0.99614887965649,0.034744151675071,7.2342360009813,4509.0,0.00093415658718487,4509,1.0,1,1000.0,119.0,0.119,2,UFRPLS-60veh-a05-fast-e100-rep2-#0.sca
UFRPLS-60veh-a07,UFRPLS,60,slow,0.7,e100,1.1405894969432,0.64149760337135,0.32038706356656,2.1975014151574,15.0,1.6490570720131,1.0865515556344,0.0052728630431034,7.4374253919344,3235.0,0.00056216008013333,3235,1.0,1,1000.0,15.0,0.015,2,UFRPLS-60veh-a07-e100-rep2-#0.sca
UFRPLS-60veh-a07-fast,UFRPLS,60,fast,0.7,e100,5.208665524283,1.6776432777555,0.078285398222746,7.983497694709,141.0,4.7914329476544,1.9135265835049,0.057324923594116,9.3334084241336,5726.0,0.0011066308945106,5726,1.0,1,1000.0,141.0,0.141,2,UFRPLS-60veh-a07-fast-e100-rep2-#0.sca
UFRPLS-60veh-a09,UFRPLS,60,slow,0.9,e100,0.93271628907294,0.744233787244,0.02927930323839,2.0669776594199,17.0,1.6553370330156,1.1244432989028,0.0072855828537257,6.8491813442615,3126.0,0.00070289773211765,3126,1.0,1,1000.0,17.0,0.017,2,UFRPLS-60veh-a09-e100-rep2-#0.sca
UFRPLS-80veh-a01,UFRPLS,80,slow,0.1,e100,0.37196402965507,0.18884210305109,0.11856893282335,1.035388994336,35.0,1.0523549240054,1.1423819571655,0.018075136662226,5.2986057798894,2723.0,0.0012383516824,2723,1.0,1,1000.0,35.0,0.035,2,UFRPLS-80veh-a01-e100-rep2-#0.sca
UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,e100,1.0884867305365,0.44361766623548,0.15091592099982,2.2590637129633,33.0,1.5107086161763,0.89505450514351,0.028279736743769,6.4931497766538,3834.0,0.0015656767620303,3834,1.0,1,1000.0,33.0,0.033,2,UFRPLS-80veh-a03-e100-rep2-#0.sca
UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,e100,1.0009427571182,0.3308576704382,0.20472563322836,1.6849761841783,15.0,1.3511887841502,0.60261195009922,0.005341103286213,5.3686132046471,2325.0,0.0010581207872667,2325,1.0,1,1000.0,15.0,0.015,2,UFRPLS-80veh-a03-fast-e100-rep2-#0.sca
UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,e100,2.1413368903986,0.78895991905567,0.73689790656942,3.0676204149878,24.0,2.5554132500954,0.95885066846261,0.1853211641048,6.0703273278411,5703.0,0.00089021917254167,5703,1.0,1,1000.0,24.0,0.024,2,UFRPLS-80veh-a05-e100-rep2-#0.sca
UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,e100,2.4488377411049,0.92531621665343,0.52441068233044,3.7406793168268,20.0,2.7311460718074,0.84312177809354,0.037587240915741,6.4176733718582,3887.0,0.00121213318565,3887,1.0,1,1000.0,20.0,0.02,2,UFRPLS-80veh-a05-fast-e100-rep2-#0.sca
UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,e100,1.9965239731449,1.5492109090791,0.088826100780551,4.4432137482676,15.0,4.0611247858909,1.830870035328,0.015637138621031,9.5130697010606,7485.0,0.00091983943786667,7485,1.0,1,1000.0,15.0,0.015,2,UFRPLS-80veh-a07-e100-rep2-#0.sca
UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,e100,2.2547921224168,1.4123283796912,0.020463777832184,4.4332325518395,16.0,5.0331492236955,2.1823415870075,0.034049470910624,10.160499302196,5667.0,0.002079609278625,5667,1.0,1,1000.0,16.0,0.016,2,UFRPLS-80veh-a07-fast-e100-rep2-#0.sca
UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,e100,1.4411399988047,0.96870443958257,0.50693882187822,3.7178523358939,9.0,4.2713063730895,2.1547690830429,0.029806698399128,13.161653203187,7858.0,0.000540844519,7858,1.0,1,1000.0,9.0,0.009,2,UFRPLS-80veh-a09-e100-rep2-#0.sca
