file,config,alpha,rep,vehicle,role,mean,std,min,max,count
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,84,relay,1.9804382819476,1.1501484447265,0.0,5.8859306315038,31.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,85,relay,2.9014135858899,1.2973755106546,0.0,6.2252424439905,28.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,86,relay,1.9763547176051,1.2244423675235,0.0,5.4933486606456,23.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,87,relay,2.5798354590852,1.4940045013866,0.0,8.5352037141761,55.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,88,relay,2.4806311165979,1.468153714465,0.0,8.1394213212802,36.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,89,relay,3.6132861759132,2.7404123589239,0.0,8.3457509466196,19.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,90,relay,0.063299068701829,0.10963720306336,0.0,0.18989720610549,3.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,91,relay,2.5677778008778,1.7240128331692,0.0,5.9817099448761,18.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,92,relay,1.5541210786702,1.7411703166876,0.32292774053965,2.7853144168006,2.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,93,relay,0.82309588509869,0.88222692723468,0.0,1.7732934112073,8.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,94,relay,0.80832592310325,1.1539624466303,0.0,5.2500135722835,70.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,95,relay,0.63797070080545,1.031148854116,0.0,5.1677614513764,39.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,96,relay,0.048267789299038,0.11178956991492,0.0,0.46753392834415,23.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,97,relay,0.56738315248646,1.5477671776467,0.0,6.3845491515743,58.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,98,relay,0.64516550084445,0.68633429432887,0.0,2.0701765229371,18.0
GPSRCS-100veh-e100-rep2-#0.sca,GPSRCS-100veh,,2,99,destination,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,0,eavesdropper,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,1,source,0.5822911893664,1.199463087763,0.0,6.6235709984801,1000.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,2,relay,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,3,relay,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,4,relay,1.1193010521405,0.65761754731448,0.0,1.9272233521196,14.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,5,relay,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,6,relay,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,7,relay,0.0,0.0,0.0,0.0,34.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,8,relay,0.0,0.0,0.0,0.0,4.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,9,relay,0.029356807497717,0.11742722999087,0.0,0.46970891996347,16.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,10,relay,0.015835688188814,0.06966118250414,0.0,0.37755367886522,35.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,11,relay,0.077792404732362,0.28048450410418,0.0,1.0113012615207,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,12,relay,nan,nan,nan,nan,0.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,13,relay,0.0,nan,0.0,0.0,1.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,14,relay,0.0,0.0,0.0,0.0,6.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,15,relay,0.0,0.0,0.0,0.0,3.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,16,relay,0.22288557509226,0.80020022077214,0.0,3.6844823884864,47.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,17,relay,0.87240955118576,1.5882498013102,0.0,6.3522860085017,27.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,18,relay,0.33733277476355,0.83897621663078,0.0,3.1922699037622,19.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,19,relay,0.85521268211054,1.2922717715585,0.0,5.25230541905,59.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,20,relay,1.6706474091368,1.887125538473,0.0,6.1811777961712,31.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,21,relay,1.0647966794274,1.5634279690901,0.0,5.6536958823661,21.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,22,relay,0.54626415293857,0.071715369318636,0.43476103251732,0.64926563525025,6.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,23,relay,1.5313013438093,1.7968113760683,0.48853132403216,6.8429813823617,11.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,24,relay,2.5957866084867,1.6617610709831,0.61249451273949,5.9056707748074,18.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,25,relay,1.8180197168685,1.2651797610657,0.70786874523877,6.479538303223,20.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,26,relay,0.47088107106286,0.8546516109423,0.0,3.8708042563858,45.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,27,relay,2.6858911378038,1.4029394783023,0.58816668275146,7.19891702348,54.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,28,relay,2.0291688450658,0.82591716841881,0.40245195581561,5.1074468718614,25.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,29,relay,2.7790848714249,1.7507393680568,0.33266373393829,9.5676618717852,21.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,30,relay,3.0509132377564,1.4596794700227,0.79371890720615,8.1669400433008,32.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,31,relay,2.014371992569,0.72217826197535,0.51419852140263,2.7898879098818,26.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,32,relay,2.3586909685201,1.2883771508949,0.44913968416502,5.0732658445142,17.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,33,relay,3.2382299709788,1.2866641133767,1.0779296884684,7.3063534458583,19.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,34,relay,3.7156398428071,1.3627613767061,0.77047455541942,7.7089723930065,39.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,35,relay,2.7649416091181,1.6375391928592,1.5181022787008,8.6580315798378,17.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,36,relay,5.5718118784457,0.8965786276827,3.3465414347242,6.7888894250894,27.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,37,relay,2.5194305675308,1.6314182059843,0.44033749577418,7.3199166959031,22.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,38,relay,5.9269866621878,3.0187525489535,1.9721470307771,13.363200461551,35.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,39,relay,8.7662252605495,1.9965646165505,4.6437295791636,14.186690221691,54.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,40,relay,5.2709952909583,3.8079715334045,0.0,9.895469411954,33.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,41,relay,2.7326851997347,2.7787161705703,0.0,6.4030112036404,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,42,relay,4.8108927037608,4.2245020836348,0.0,13.762189841423,23.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,43,relay,4.0855001839062,2.9136661965033,0.0,9.5168078311982,22.0
